subject,strategy,condition,l_length,pres_rate,crp_p1,crp_n1,crp_delta
A10HW8JXM17XLD,rec,10-2,10.0,2000.0,0.23784897025171625,0.12860983981693364,0.10923913043478262
A12K1ADYMRSWMJ,prim,10-2,10.0,2000.0,0.889985994397759,0.016666666666666666,0.8733193277310924
A14E4ISXVJVY6F,prim,10-2,10.0,2000.0,0.975,0.0,0.975
A169XTOCOMO1MV,ns,10-2,10.0,2000.0,0.4527777777777778,0.1388888888888889,0.3138888888888889
A18NXRDHQ0ZSOY,ns,10-2,10.0,2000.0,0.38969017094017094,0.2573450854700855,0.13234508547008547
A1969Q0R4Y0E3J,rec,10-2,10.0,2000.0,0.4359897828863346,0.12024265644955301,0.3157471264367816
A1AKL5YH9NLD2V,ns,10-2,10.0,2000.0,0.8358232181761593,0.08994708994708994,0.7458761282290693
A1ARWNTZHGFG8Y,prim,10-2,10.0,2000.0,0.48627450980392156,0.08915441176470588,0.39712009803921566
A1F0R1MSPTXHHV,ns,10-2,10.0,2000.0,0.3188061938061938,0.07904595404595405,0.23976023976023975
A1GRPIBHW72HDU,rec,10-2,10.0,2000.0,0.40477729885057473,0.22013649425287357,0.18464080459770116
A1I9RLJQ0BYN21,prim,10-2,10.0,2000.0,0.5158730158730158,0.07936507936507936,0.4365079365079365
A1NG504QI5LI62,prim,10-2,10.0,2000.0,0.9174208144796381,0.0,0.9174208144796381
A1NQ2A0UDW719R,prim,10-2,10.0,2000.0,0.7183080808080808,0.022727272727272728,0.6955808080808081
A1P00XZZG7EEEM,prim,10-2,10.0,2000.0,0.6448863636363636,0.0,0.6448863636363636
A1RFDB2WUV7QRO,ns,10-2,10.0,2000.0,0.4769736842105263,0.1513157894736842,0.32565789473684215
A1V2H0UF94ATWY,rec,10-2,10.0,2000.0,0.5729166666666666,0.1388888888888889,0.4340277777777778
A1W7T8V97ZPUH0,prim,10-2,10.0,2000.0,0.47000773993808054,0.10976890756302521,0.3602388323750553
A1WJIRT360P5VB,rec,10-2,10.0,2000.0,0.8122524928774928,0.10585470085470086,0.706397792022792
A1WPGNK8Y65BV3,ns,10-2,10.0,2000.0,0.4426207983193277,0.06607142857142857,0.37654936974789915
A1XMGLCK09Z0DW,ns,10-2,10.0,2000.0,0.08143172616856828,0.11556864188443136,-0.03413691571586308
A1YA2FCN3KEK36,prim,10-2,10.0,2000.0,0.7684873949579831,0.030357142857142857,0.7381302521008403
A20GD3EBBTBYY2,rec,10-2,10.0,2000.0,0.5547944786402184,0.19831067438417013,0.3564838042560482
A24BRTWG07T53Z,prim,10-2,10.0,2000.0,0.37959558823529416,0.11948529411764706,0.2601102941176471
A27QXQ22F9ODSP,prim,10-2,10.0,2000.0,0.6111111111111112,0.07256944444444444,0.5385416666666667
A27T2Z568L69U1,prim,10-2,10.0,2000.0,0.7470843301435407,0.011363636363636364,0.7357206937799043
A282UM3NAIM0YO,ns,10-2,10.0,2000.0,0.3184217743041272,0.13453996983408748,0.18388180447003977
A2BREH6STESM0G,rec,10-2,10.0,2000.0,0.24492438675875208,0.28171886163372234,-0.03679447487497024
A2FLBMZ38IZ2SQ,prim,10-2,10.0,2000.0,0.8256410256410256,0.019230769230769232,0.8064102564102564
A2FM1N5AOMVTGL,prim,10-2,10.0,2000.0,0.6943977591036414,0.2563725490196078,0.4380252100840336
A2FYFCD16Z3PCC,rec,10-2,10.0,2000.0,0.6329753484501768,0.15291241938839192,0.48006292906178494
A2H8PEGI28NKZD,ns,10-2,10.0,2000.0,0.6705043859649122,0.19221491228070176,0.47828947368421054
A2I6ZALE49CVSC,prim,10-2,10.0,2000.0,0.2638888888888889,0.24305555555555555,0.020833333333333322
A2KPEUCEE2M05G,prim,10-2,10.0,2000.0,0.424812030075188,0.12406015037593984,0.3007518796992481
A2LJ1FRUYGW469,ns,10-2,10.0,2000.0,0.6934523809523809,0.08392857142857142,0.6095238095238096
A2M183CETUMR96,rec,10-2,10.0,2000.0,0.8021827470103332,0.09447927551375827,0.707703471496575
A2MUOD1JHWJ735,ns,10-2,10.0,2000.0,0.4980978260869565,0.22327898550724637,0.2748188405797102
A2NXMRPHG86N2T,ns,10-2,10.0,2000.0,0.4851190476190476,0.18986742424242425,0.29525162337662336
A2PQDK3MLDFXYM,rec,10-2,10.0,2000.0,0.6212121212121212,0.19480519480519481,0.42640692640692635
A2QRJKXTK4JDD8,ns,10-2,10.0,2000.0,0.5404761904761906,0.3416666666666667,0.19880952380952382
A2R970Q1Q2A6DJ,prim,10-2,10.0,2000.0,0.5228174603174603,0.0,0.5228174603174603
A2VIKZ73Y5ABHM,ns,10-2,10.0,2000.0,0.48863636363636365,0.18790584415584416,0.3007305194805195
A2WYZLG8J526TQ,prim,10-2,10.0,2000.0,0.7274247491638797,0.06521739130434782,0.6622073578595318
A33X52IN60MSOE,rec,10-2,10.0,2000.0,0.3055555555555556,0.08333333333333333,0.2222222222222222
A348NEQKS6VNIB,rec,10-2,10.0,2000.0,0.3167119565217391,0.16743012422360248,0.14928183229813663
A349BBTU7L597J,prim,10-2,10.0,2000.0,0.4155122655122655,0.14285714285714285,0.27265512265512265
A3C8JI69WPTKWH,rec,10-2,10.0,2000.0,0.422522349936143,0.20982530560116766,0.21269704433497535
A3CE7DTHIB76UK,ns,10-2,10.0,2000.0,0.384375,0.10104166666666667,0.2833333333333333
A3G55RJTW3BSGM,ns,10-2,10.0,2000.0,0.46456637991164845,0.14872994652406418,0.31583643338758427
A3GC5Q5CLI4NWZ,prim,10-2,10.0,2000.0,0.8913752913752914,0.0,0.8913752913752914
A3J55BJGV95JKH,ns,10-2,10.0,2000.0,0.8107142857142857,0.034523809523809526,0.7761904761904762
A3MJQ51KN9CMQ4,prim,10-2,10.0,2000.0,0.5128500726326813,0.09581179689875342,0.4170382757339279
A3MOL1L9V4BUGH,ns,10-2,10.0,2000.0,0.4120670995670995,0.18743386243386242,0.22463323713323713
A3NAONPCTVT6P1,rec,10-2,10.0,2000.0,0.3704710144927536,0.30784161490683226,0.06262939958592134
A3PJY7THMUIR4M,ns,10-2,10.0,2000.0,0.29248366013071897,0.17985527544351074,0.11262838468720822
A3VV3MW68CALXS,prim,10-2,10.0,2000.0,0.9094155844155845,0.025,0.8844155844155844
A489K1IFOM4JW,prim,10-2,10.0,2000.0,0.8231521739130435,0.0,0.8231521739130435
A49HPQ9P5AHU4,rec,10-2,10.0,2000.0,0.6599999999999999,0.08,0.5800000000000001
A55MEA9LQASZH,rec,10-2,10.0,2000.0,0.5309036658141517,0.0723145780051151,0.4585890878090366
A5P12YJP805RG,rec,10-2,10.0,2000.0,0.4232646834477498,0.15510106788710906,0.2681636155606407
A5TWD5QD99GZY,rec,10-2,10.0,2000.0,0.46442982456140347,0.2507894736842105,0.21364035087719296
A63UHNWYOV5LE,ns,10-2,10.0,2000.0,0.4611111111111111,0.06388888888888888,0.3972222222222222
AEP8U373W5Q54,prim,10-2,10.0,2000.0,0.8904761904761905,0.041666666666666664,0.8488095238095239
AK2PMO5I7OCEK,prim,10-2,10.0,2000.0,0.7159090909090909,0.0875,0.6284090909090909
AKNU5D6QK7M72,prim,10-2,10.0,2000.0,0.7019449362799747,0.0,0.7019449362799747
AO5FQ7GY8DTR8,prim,10-2,10.0,2000.0,1.0,0.0,1.0
ARIWYNIH12MLF,rec,10-2,10.0,2000.0,0.25629177109440265,0.2845655806182122,-0.028273809523809514
AS4FVWL91C6HR,prim,10-2,10.0,2000.0,0.5655103893784235,0.16099443319838058,0.4045159561800429
AWJKR5GA7BS7V,ns,10-2,10.0,2000.0,0.5762955182072829,0.0742296918767507,0.5020658263305322
AZ69TBTDH7AZS,rec,10-2,10.0,2000.0,0.7282894736842105,0.12960526315789472,0.5986842105263158
AZ8NNCT4AODDN,prim,10-2,10.0,2000.0,0.7375,0.03333333333333333,0.7041666666666666
A10JXOU89D5RXR,ns,20-1,20.0,1000.0,0.2962733553566354,0.07596041133844841,0.22031294401818696
A111FTKAAJ5UMC,prim,20-1,20.0,1000.0,0.5977123284851105,0.025,0.5727123284851106
A11EZAV2HRYKD5,prim,20-1,20.0,1000.0,0.7895444763271162,0.006097560975609756,0.7834469153515065
A157L6Z8QU3SDE,rec,20-1,20.0,1000.0,0.5035978835978836,0.13234126984126984,0.37125661375661373
A16GIPTDMJAFTK,ns,20-1,20.0,1000.0,0.21654238618524332,0.26932888540031397,-0.05278649921507065
A17R7WX5B0CKK6,rec,20-1,20.0,1000.0,0.19808161102278748,0.21675057410351528,-0.01866896308072779
A17WB66BXX4R0J,prim,20-1,20.0,1000.0,0.4592100151310678,0.006578947368421052,0.4526310677626467
A19QRXLWV5GKXN,rec,20-1,20.0,1000.0,0.2799145299145299,0.026709401709401708,0.2532051282051282
A1CKIYN01NV9GJ,ns,20-1,20.0,1000.0,0.4242424242424242,0.022727272727272728,0.4015151515151515
A1HLDOM6JTYYI2,prim,20-1,20.0,1000.0,0.2805383022774327,0.13127587991718426,0.14926242236024845
A1HR8IRDC07FO9,prim,20-1,20.0,1000.0,0.4238372093023256,0.018206854345165238,0.4056303549571603
A1J6CZ176U6GDT,rec,20-1,20.0,1000.0,0.18776709401709402,0.2795138888888889,-0.09174679487179488
A1J9VZ372FV2QZ,rec,20-1,20.0,1000.0,0.1557259465001203,0.31244730042159663,-0.1567213539214763
A1JI19KPIVNL3Y,ns,20-1,20.0,1000.0,0.27847222222222223,0.05138888888888889,0.2270833333333333
A1KH9VI2D0V43B,prim,20-1,20.0,1000.0,0.6545335658238884,0.02702702702702703,0.6275065387968614
A1LJ4WAEDGELVL,rec,20-1,20.0,1000.0,0.22708333333333333,0.15833333333333333,0.06875
A1OOCYEFLAJD98,ns,20-1,20.0,1000.0,0.45499999999999996,0.11443681318681319,0.3405631868131868
A1OW27AZS122X2,ns,20-1,20.0,1000.0,0.24211188540456832,0.08153673054587689,0.16057515485869145
A1R5JNC2LO6X1S,prim,20-1,20.0,1000.0,0.8054054054054054,0.03277027027027027,0.7726351351351352
A1SUTNVLSFPXFK,ns,20-1,20.0,1000.0,0.34263392857142855,0.3697630494505495,-0.02712912087912092
A1V91Z2CQKMR55,rec,20-1,20.0,1000.0,0.4126151210109231,0.08525647890340543,0.3273586421075177
A1YFL5HXPZ7MVV,ns,20-1,20.0,1000.0,0.1359372641313895,0.21151709517027123,-0.07557983103888172
A22UMPYYQBXT0F,rec,20-1,20.0,1000.0,0.37886455649613543,0.10391874207663682,0.2749458144194986
A26M997VYVK0E6,prim,20-1,20.0,1000.0,0.269172150073467,0.45259039635676673,-0.18341824628329972
A277V4SHQB8JRS,rec,20-1,20.0,1000.0,0.6054121500820908,0.10284274322624748,0.5025694068558434
A2E5PV1BHNG67N,ns,20-1,20.0,1000.0,0.2138047138047138,0.037037037037037035,0.17676767676767677
A2FQVRBXJZQAWT,prim,20-1,20.0,1000.0,0.684863523573201,0.02564102564102564,0.6592224979321752
A2GM1ZIBRBHBK7,ns,20-1,20.0,1000.0,0.3038003663003663,0.038565601065601064,0.26523476523476525
A2ONILC0LZKG6Y,rec,20-1,20.0,1000.0,0.2731546892261178,0.11700098842955986,0.15615370079655794
A2QX1SJXQN1NV1,prim,20-1,20.0,1000.0,0.2547846889952153,0.05861244019138756,0.19617224880382772
A2QY653X9531JP,ns,20-1,20.0,1000.0,0.09777835746271901,0.07967860093039433,0.018099756532324682
A2RBF3IIJP15IH,rec,20-1,20.0,1000.0,0.5402930402930403,0.058333333333333334,0.48195970695970697
A2RWLFIP23FZA7,prim,20-1,20.0,1000.0,0.3349486177083556,0.02650259879002049,0.3084460189183351
A2SBZCFAVT83GN,rec,20-1,20.0,1000.0,0.27572738772928523,0.07918511490617752,0.19654227282310774
A2SQGKP2REXOTN,prim,20-1,20.0,1000.0,0.5180555555555556,0.0,0.5180555555555556
A2SQTRNQWDLU4F,ns,20-1,20.0,1000.0,0.3424908424908425,0.014285714285714285,0.32820512820512815
A2SWQM5X54P1O5,ns,20-1,20.0,1000.0,0.34399920255183414,0.04999386578333947,0.29400533676849466
A2TG5ESEOPXAHI,prim,20-1,20.0,1000.0,0.5618105247465712,0.03196105200389166,0.5298494727426796
A2V6E7SGEU0EFD,ns,20-1,20.0,1000.0,0.4482323232323232,0.14704739704739705,0.3011849261849262
A2VXT33Y2TQPOQ,prim,20-1,20.0,1000.0,0.6793494152046784,0.005208333333333333,0.674141081871345
A2XDWB9NVYI3LQ,rec,20-1,20.0,1000.0,0.24475810137574844,0.08750114264820147,0.15725695872754697
A3026HLELYNW7U,rec,20-1,20.0,1000.0,0.30461763798951585,0.09267212898110215,0.21194550900841372
A351P2O6QGTCS,rec,20-1,20.0,1000.0,0.3191985088536813,0.12952780366573471,0.18967070518794657
A39R5EBK7W916X,ns,20-1,20.0,1000.0,0.3014112903225806,0.06350806451612903,0.23790322580645162
A3D9PJ37U7LCHE,ns,20-1,20.0,1000.0,0.28969573786646957,0.0125,0.27719573786646956
A3EVXSWHYA1PTT,rec,20-1,20.0,1000.0,0.48222200351801336,0.1273083448153043,0.3549136587027091
A3GIUDSA1IGTFV,ns,20-1,20.0,1000.0,0.5061210719105457,0.046092796092796096,0.4600282758177496
A3HXK0UGS1YDMC,prim,20-1,20.0,1000.0,0.3206644144144144,0.06479247104247104,0.2558719433719434
A3ITZNJQUTIZ4C,rec,20-1,20.0,1000.0,0.2032828282828283,0.08712121212121213,0.11616161616161616
A3MHP4LZ3V88NF,prim,20-1,20.0,1000.0,0.5317069539144007,0.08138400558613325,0.45032294832826747
A3NRIEMOJVVX4A,rec,20-1,20.0,1000.0,0.29844504830917873,0.15774456521739127,0.14070048309178745
A3PEV3KN6F7JRG,ns,20-1,20.0,1000.0,0.25,0.0,0.25
A3QKOYP52HYRH2,rec,20-1,20.0,1000.0,0.2647623847351403,0.10576299349327373,0.15899939124186657
A3RFOODI4G4P4K,rec,20-1,20.0,1000.0,0.23702429130566954,0.21896778575771395,0.018056505547955612
A3RHJEMZ4EGY2U,rec,20-1,20.0,1000.0,0.15902188581712395,0.10529364432569607,0.053728241491427894
A3S76P3L3USWI1,prim,20-1,20.0,1000.0,0.41349206349206347,0.0,0.41349206349206347
A3USPFFWN1G5PF,rec,20-1,20.0,1000.0,0.16211995605075583,0.0957307487369881,0.06638920731376773
A50UY1556VDIA,ns,20-1,20.0,1000.0,0.18477272727272728,0.08555555555555555,0.09921717171717173
A7R1OLLU1Z6RA,rec,20-1,20.0,1000.0,0.3041827541827542,0.1997747747747748,0.10440797940797941
AEJU0MCYOQC77,prim,20-1,20.0,1000.0,0.3586052836052836,0.08851981351981353,0.27008547008547007
AHU3EE2Q05E18,prim,20-1,20.0,1000.0,0.39443993712286396,0.03243158730963609,0.3620083498132279
AJD90361AJO80,ns,20-1,20.0,1000.0,0.1722590011614402,0.07767131242740999,0.0945876887340302
AK52RXEJKR81A,ns,20-1,20.0,1000.0,0.25479504622361765,0.15456131170416884,0.10023373451944882
AMJAZPJBO936R,prim,20-1,20.0,1000.0,0.41506745713138726,0.24021118885129322,0.17485626828009407
AOQZVAH5FSKGE,prim,20-1,20.0,1000.0,0.39884867384867384,0.009615384615384616,0.38923328923328926
AQCJI23U1VBYD,prim,20-1,20.0,1000.0,0.699229536085847,0.04139108813714585,0.6578384479487012
AQPFTUIJ0PW2N,prim,20-1,20.0,1000.0,0.17866161616161616,0.0,0.17866161616161616
AXFCUZ1WQC2WY,ns,20-1,20.0,1000.0,0.36801468659847886,0.05664830841856805,0.3113663781799108
AY7M9MOLNXIIK,ns,20-1,20.0,1000.0,0.3082107843137255,0.06776960784313725,0.2404411764705882
AZZA3J049G7R5,rec,20-1,20.0,1000.0,0.3214285714285714,0.2142857142857143,0.10714285714285714
A102RSV009OCUW,prim,15-2,15.0,2000.0,0.7647942157953281,0.008620689655172414,0.7561735261401558
A11BHGAKU0RIH8,rec,15-2,15.0,2000.0,0.19642857142857142,0.3214285714285714,-0.125
A13GBA16BNTN1A,rec,15-2,15.0,2000.0,0.1658697961943398,0.1534458611030619,0.012423935091277892
A13THDIE8LTQ11,ns,15-2,15.0,2000.0,0.31060344827586206,0.1967337164750958,0.1138697318007663
A150QX2OXHGK8P,rec,15-2,15.0,2000.0,0.2261694847020934,0.0815438808373591,0.1446256038647343
A151XA53WYXVD7,prim,15-2,15.0,2000.0,0.5456842885375494,0.08435276679841897,0.46133152173913045
A1618RA11ZOD8Y,rec,15-2,15.0,2000.0,0.2930353682170542,0.24273774916943522,0.05029761904761904
A19X8IA9EKC3XH,ns,15-2,15.0,2000.0,0.5464767616191903,0.13534482758620692,0.4111319340329835
A1CFMY4CEYOM8Y,rec,15-2,15.0,2000.0,0.35446428571428573,0.15089285714285713,0.20357142857142857
A1E0K2VGY2684V,ns,15-2,15.0,2000.0,0.37734593837535013,0.1255952380952381,0.25175070028011204
A1NQOR4RQJJDMW,ns,15-2,15.0,2000.0,0.6624795751633987,0.04421977124183006,0.6182598039215685
A1PZIN8H1VI6SY,prim,15-2,15.0,2000.0,0.6673636001592991,0.02309836718438869,0.6442652329749105
A1QRIZY9WJW3R1,prim,15-2,15.0,2000.0,0.705837662638622,0.0,0.705837662638622
A1QXJZFA5NVGM3,prim,15-2,15.0,2000.0,0.8219461697722568,0.043478260869565216,0.7784679089026916
A1ROEDVMTO9Y3X,ns,15-2,15.0,2000.0,0.4140131578947368,0.24697994987468672,0.16703320802005012
A1SCF3L6LTFQHF,prim,15-2,15.0,2000.0,0.9223484848484849,0.020833333333333332,0.9015151515151516
A1T7EB1WEDCMXV,ns,15-2,15.0,2000.0,0.5353361926891338,0.0968880483586366,0.4384481443304972
A1TR2AOKWGQ78A,ns,15-2,15.0,2000.0,0.28769841269841273,0.14404761904761906,0.14365079365079364
A1UOP419O6P55R,prim,15-2,15.0,2000.0,0.927536231884058,0.014492753623188406,0.9130434782608696
A1WM3INNDW2776,ns,15-2,15.0,2000.0,0.25544180282083506,0.16400031420192712,0.09144148861890797
A1Z82Y9E6YWY80,ns,15-2,15.0,2000.0,0.3940590659340659,0.3236607142857143,0.07039835164835165
A2113B699TVADG,prim,15-2,15.0,2000.0,0.875,0.0,0.875
A219SZBLCCCXN9,prim,15-2,15.0,2000.0,0.47002207315674804,0.09422657952069716,0.3757954936360509
A22GYYJXTS5KBH,ns,15-2,15.0,2000.0,0.5317460317460317,0.13347763347763347,0.39826839826839827
A22Y78RVB8UFTD,ns,15-2,15.0,2000.0,0.42050691244239635,0.06797235023041474,0.35253456221198154
A233LLG8YAXWF,rec,15-2,15.0,2000.0,0.3680952380952381,0.11357142857142857,0.25452380952380954
A24GX1OZE6AY04,ns,15-2,15.0,2000.0,0.4658145716072546,0.17891651031894934,0.2868980612883052
A26MT7KJ7NJLRN,ns,15-2,15.0,2000.0,0.18557903789758629,0.07667458549515001,0.10890445240243628
A26T0U2Y6LZOF3,rec,15-2,15.0,2000.0,0.3402777777777778,0.2013888888888889,0.1388888888888889
A29J4LL0MQL3AC,prim,15-2,15.0,2000.0,0.7343483229145661,0.02713920817369093,0.7072091147408752
A2G4R0GS677RC2,rec,15-2,15.0,2000.0,0.05263157894736842,0.4736842105263158,-0.4210526315789474
A2IV3SSVTU90BN,ns,15-2,15.0,2000.0,0.24879951980792317,0.16821728691476592,0.08058223289315725
A2KZN3UH5NGC9,rec,15-2,15.0,2000.0,0.37855852867462775,0.15346392943142168,0.22509459924320604
A2MBFIAGBPU5NG,prim,15-2,15.0,2000.0,0.4834972394755004,0.049798136645962734,0.4336991028295376
A2O86E23R5T4YO,prim,15-2,15.0,2000.0,0.8488164856585909,0.04887218045112782,0.7999443052074631
A2PTABUVOUYAH5,ns,15-2,15.0,2000.0,0.49237012987012985,0.09475108225108225,0.3976190476190476
A2R75YFKVALBXE,rec,15-2,15.0,2000.0,0.225,0.1538961038961039,0.07110389610389611
A2RU1Q3C9VHBAO,prim,15-2,15.0,2000.0,0.4859375,0.10139910130718954,0.3845383986928105
A2RVG8Y97DE0GM,prim,15-2,15.0,2000.0,0.8680357142857142,0.0125,0.8555357142857143
A2UJ9GDNVPX99C,prim,15-2,15.0,2000.0,0.6678090428090429,0.0,0.6678090428090429
A2UYZFH5VT5R3H,rec,15-2,15.0,2000.0,0.1657899698340875,0.22979826546003018,-0.06400829562594268
A2Y8LZS5C81O25,prim,15-2,15.0,2000.0,0.491819234006734,0.0078125,0.484006734006734
A30NL5N71G2YAU,ns,15-2,15.0,2000.0,0.35274216524216523,0.17286324786324786,0.17987891737891737
A310Y949ILSN3P,prim,15-2,15.0,2000.0,0.8368007833203079,0.02922853729305342,0.8075722460272545
A31P78W9ZCQXCS,ns,15-2,15.0,2000.0,0.405974025974026,0.05844155844155844,0.3475324675324675
A347RDI3HZOUCY,prim,15-2,15.0,2000.0,0.7300592128178335,0.0,0.7300592128178335
A34HQHGLIW1FYS,ns,15-2,15.0,2000.0,0.41321156834739176,0.136860969628372,0.2763505987190198
A34IPEKX5WXJIN,prim,15-2,15.0,2000.0,0.5063340336134454,0.13657300420168067,0.3697610294117647
A34YNEN8UUI3CD,ns,15-2,15.0,2000.0,0.45734649122807014,0.09024122807017544,0.3671052631578947
A35VI4SE31HD17,prim,15-2,15.0,2000.0,0.5824760765550239,0.013157894736842105,0.5693181818181818
A36S0DI86PL4J6,prim,15-2,15.0,2000.0,0.9163111888111888,0.0,0.9163111888111888
A384KX8MUIJSTJ,ns,15-2,15.0,2000.0,0.5119466449207828,0.0875,0.4244466449207829
A38DHLB88V8DL8,rec,15-2,15.0,2000.0,0.4432891705069124,0.21264400921658985,0.2306451612903226
A3AWQ3AACIPXM2,ns,15-2,15.0,2000.0,0.6111111111111112,0.16666666666666666,0.4444444444444444
A3BA2WMGN6KHUU,ns,15-2,15.0,2000.0,0.5504385964912281,0.1297514619883041,0.42068713450292394
A3BN69Q9D7RQGR,ns,15-2,15.0,2000.0,0.22849378881987578,0.10419254658385094,0.12430124223602484
A3C25IBTLB60RQ,prim,15-2,15.0,2000.0,0.7264957264957265,0.05555555555555555,0.670940170940171
A3FOKP72T5I4FR,ns,15-2,15.0,2000.0,0.27807971014492755,0.17028985507246375,0.10778985507246377
A3HBB9JT9WVZS4,ns,15-2,15.0,2000.0,0.31312830687830684,0.20548941798941797,0.1076388888888889
A3HOPYBWSR1TWR,prim,15-2,15.0,2000.0,0.6183422898940141,0.008620689655172414,0.6097216002388416
A3IBDJ12CRTQQN,prim,15-2,15.0,2000.0,0.7142857142857143,0.0,0.7142857142857143
A3IHTJXHWPQ2JR,rec,15-2,15.0,2000.0,0.21103027387788234,0.49158975438174546,-0.28055948050386315
A3MWLHSW9B9RHU,prim,15-2,15.0,2000.0,0.9100595238095238,0.02232142857142857,0.8877380952380952
A3ORKXM3WG8QJ9,prim,15-2,15.0,2000.0,0.8713768115942029,0.0,0.8713768115942029
A3P52W1SBJUT5N,ns,15-2,15.0,2000.0,0.26115567439096854,0.16539661319073085,0.09575906120023768
A3U27ZHUGOPIAN,prim,15-2,15.0,2000.0,0.47607655502392343,0.125,0.35107655502392343
A3UA50A6GKNAMR,prim,15-2,15.0,2000.0,0.4647516835016835,0.10532407407407407,0.35942760942760943
A3UE8ANAIM7F15,ns,15-2,15.0,2000.0,0.33816964285714285,0.08623511904761905,0.2519345238095238
A3UGB3B1S74HR9,prim,15-2,15.0,2000.0,0.6307382133995038,0.0078125,0.6229257133995038
A3UUW04QL49RSC,prim,15-2,15.0,2000.0,0.7241161616161617,0.0,0.7241161616161617
A6HDSE80LQPR8,rec,15-2,15.0,2000.0,0.2803030303030303,0.043560606060606064,0.23674242424242423
AAOOH6P4HHSCS,prim,15-2,15.0,2000.0,0.6910121328224776,0.018518518518518517,0.6724936143039592
ADGJXUEMPLTMS,prim,15-2,15.0,2000.0,0.4058753746253746,0.03598484848484848,0.36989052614052614
AEF1G6YE8RIB8,prim,15-2,15.0,2000.0,0.6539601702645181,0.028846153846153848,0.6251140164183643
AERGHZBQFT309,ns,15-2,15.0,2000.0,0.42561349971022894,0.10651396334395827,0.31909953636627064
AESZJEZTZEW01,ns,15-2,15.0,2000.0,0.5130434782608696,0.07173913043478261,0.44130434782608696
AEX1I7K7OVHHC,rec,15-2,15.0,2000.0,0.16,0.4166666666666667,-0.25666666666666665
AEXRVIK8SKB4V,prim,15-2,15.0,2000.0,0.6583333333333333,0.0,0.6583333333333333
AF0W4ZBY7VXOU,rec,15-2,15.0,2000.0,0.34687221023657194,0.14166612421266678,0.20520608602390517
AFZGUWYLC0NG0,ns,15-2,15.0,2000.0,0.3079721362229102,0.06470588235294118,0.24326625386996906
AGANKP4PUZ4NC,prim,15-2,15.0,2000.0,0.3568829744816587,0.022727272727272728,0.33415570175438597
AHY3YAYJLTW32,rec,15-2,15.0,2000.0,0.31537878787878787,0.05576839826839827,0.2596103896103896
AL9SYQEUTNJXT,prim,15-2,15.0,2000.0,0.7833362289884029,0.08333333333333333,0.7000028956550696
ALDQRWYZ8KQ9A,rec,15-2,15.0,2000.0,0.32966960172842524,0.1928674796321855,0.13680212209623974
AM65LGXJBTJ0I,ns,15-2,15.0,2000.0,0.5354662698412699,0.06919642857142858,0.4662698412698413
AOIR8V07FYMH5,rec,15-2,15.0,2000.0,0.20269110970330484,0.24412680815119842,-0.04143569844789357
AR0VJ5XRG16UJ,rec,15-2,15.0,2000.0,0.38699690402476783,0.19504643962848295,0.19195046439628483
AU5UJIZ3TLI5M,rec,15-2,15.0,2000.0,0.4670738410219476,0.20152406087714642,0.2655497801448012
AW2UVK63OLFW,ns,15-2,15.0,2000.0,0.22301396520146521,0.1393944597069597,0.08361950549450549
AW5O1RK3W60FC,rec,15-2,15.0,2000.0,0.39494568097509275,0.17536496580614228,0.21958071516895045
