subject,strategy,condition,l_length,pres_rate,crp_p1,crp_n1,crp_delta
AWRY5SC68T0DC,prim,15-2,15.0,2000.0,0.691045066045066,0.009259259259259259,0.6817858067858068
AWTCGY2CL1T68,prim,15-2,15.0,2000.0,0.7020319570135747,0.024705882352941175,0.6773260746606335
AXSBX0MCQNG3A,prim,15-2,15.0,2000.0,0.7457161803713528,0.0,0.7457161803713528
A14WLAP6TCEKO0,rec,30-1,30.0,1000.0,0.29983637634499705,0.11793082267220198,0.18190555367279504
A15V9BXNJXZXZX,ns,30-1,30.0,1000.0,0.18959632321701286,0.11644103023413369,0.07315529298287918
A16335MOISDG1F,rec,30-1,30.0,1000.0,0.40208924886344244,0.07998960418315257,0.32209964468028984
A17FJLW818UEQU,rec,30-1,30.0,1000.0,0.14204867639597696,0.04719536216313009,0.09485331423284686
A186PT9ZLO5EJD,prim,30-1,30.0,1000.0,0.6180769230769231,0.0,0.6180769230769231
A1AS1H21O9896X,ns,30-1,30.0,1000.0,0.23491942508710803,0.022466608594657374,0.21245281649245062
A1AYTKAQT201ZV,prim,30-1,30.0,1000.0,0.46057582123758595,0.013911701044053985,0.44666412019353197
A1EII5EWOTBDK9,rec,30-1,30.0,1000.0,0.12568641826231958,0.08210281179920649,0.0435836064631131
A1F9KLZGHE9DTA,rec,30-1,30.0,1000.0,0.2711803396687229,0.12781446584009948,0.14336587382862342
A1IGKJ200N82S9,rec,30-1,30.0,1000.0,0.21750742550541344,0.07820733927373766,0.13930008623167578
A1KGUJMWDCPSYG,rec,30-1,30.0,1000.0,0.18795663795663797,0.06122104247104247,0.1267355954855955
A1M1E62KXCDNL0,ns,30-1,30.0,1000.0,0.09269168104864121,0.08203710549432443,0.010654575554316786
A1MG8KNVSVZ365,prim,30-1,30.0,1000.0,0.36877679694052046,0.03815432944356566,0.3306224674969548
A1MKEILXWWLBW2,rec,30-1,30.0,1000.0,0.25,0.11944444444444445,0.13055555555555556
A1O67YS3DU0ZHX,rec,30-1,30.0,1000.0,0.6019907963185274,0.16458249966653327,0.4374082966519941
A1Q0G8JA5EZ8EI,rec,30-1,30.0,1000.0,0.18487000804073975,0.196462074510855,-0.01159206647011525
A1SLJKNSNHOJRN,rec,30-1,30.0,1000.0,0.2666652453237819,0.14891054067883336,0.11775470464494854
A1T2P6E67251U5,prim,30-1,30.0,1000.0,0.5931401131597643,0.024695493376407158,0.5684446197833573
A1U4WS9KJMADV,rec,30-1,30.0,1000.0,0.133011578171561,0.07974538289865776,0.05326619527290324
A1X4T3QSIE8YYX,prim,30-1,30.0,1000.0,0.6031042128603104,0.015151515151515152,0.5879526977087952
A225J5T6WHO2MG,prim,30-1,30.0,1000.0,0.4576471968097584,0.0,0.4576471968097584
A23KDD6OPM4NJ0,prim,30-1,30.0,1000.0,0.38292880982180105,0.010638297872340425,0.37229051194946067
A25Y3D2Y2DR8WM,prim,30-1,30.0,1000.0,0.42223592136737675,0.062239446018788745,0.35999647534858803
A26XKTGGGYBI4J,prim,30-1,30.0,1000.0,0.36558986990021475,0.017892667677150434,0.34769720222306433
A28OD52SMLYQ16,rec,30-1,30.0,1000.0,0.11566647481040088,0.164366366468039,-0.048699891657638134
A28TA25NJGLL3Y,prim,30-1,30.0,1000.0,0.38901057599288835,0.03832326718435433,0.350687308808534
A28ZPY6D5AS7GZ,ns,30-1,30.0,1000.0,0.37542087542087543,0.122334455667789,0.25308641975308643
A2ASRB2MTHDHPD,prim,30-1,30.0,1000.0,0.8249206349206349,0.0,0.8249206349206349
A2BUHMLNE3LUU0,ns,30-1,30.0,1000.0,0.10906829775224591,0.12562181181323753,-0.01655351406099163
A2E2SLXF4KQ3S1,prim,30-1,30.0,1000.0,0.738678452798645,0.0037313432835820895,0.7349471095150628
A2FJIZUHR6E4EZ,prim,30-1,30.0,1000.0,0.6095313578329883,0.11257763975155279,0.49695371808143546
A2G2T6EMXAOKMS,rec,30-1,30.0,1000.0,0.3693398799781778,0.07674122567739589,0.29259865430078197
A2GRA6N98ZPIQ1,prim,30-1,30.0,1000.0,0.6424107142857143,0.029910714285714284,0.6125
A2IKLJWU2OJ1YX,prim,30-1,30.0,1000.0,0.36281431434533773,0.010525785656728445,0.35228852868860927
A2K5AXCSY703CU,ns,30-1,30.0,1000.0,0.24706439393939394,0.015151515151515152,0.2319128787878788
A2MV1R6YYOIO30,prim,30-1,30.0,1000.0,0.29880885160388265,0.04545454545454545,0.25335430614933724
A2NU82V08QSPCC,prim,30-1,30.0,1000.0,0.02574682290807064,0.0045662100456621,0.02118061286240854
A2NY0VWEWDULC6,rec,30-1,30.0,1000.0,0.11005665647168769,0.11641789855995921,-0.006361242088271525
A2OFVEA8BEJDZN,ns,30-1,30.0,1000.0,0.24695165945165942,0.08859126984126985,0.15836038961038962
A2P83PY6P7ECM5,ns,30-1,30.0,1000.0,0.45565338923829485,0.052578616352201256,0.40307477288609367
A2PUL3ZDXOW0VZ,rec,30-1,30.0,1000.0,0.20266600295204412,0.036928289102202146,0.16573771384984198
A2ROI30AQITC3V,ns,30-1,30.0,1000.0,0.0599027409372237,0.05719496021220159,0.002707780725022103
A2VZN8J53Y5WYR,prim,30-1,30.0,1000.0,0.7596820886924389,0.008623253047873921,0.751058835644565
A2XMRJKCNKLL4E,ns,30-1,30.0,1000.0,0.2388327819229225,0.045987082035352476,0.19284569988757005
A2Y0VM8BAF0RMT,ns,30-1,30.0,1000.0,0.11884669479606189,0.0189873417721519,0.09985935302390998
A2ZGAH6NOSU2PO,rec,30-1,30.0,1000.0,0.15275662503807494,0.12640877246420956,0.02634785257386537
A30DHHAL100LZR,ns,30-1,30.0,1000.0,0.5682624113475178,0.04627659574468085,0.521985815602837
A31SZFE8M7YK0S,ns,30-1,30.0,1000.0,0.15129845497698358,0.14954787315842893,0.0017505818185546325
A34DYM8J0X5VK,rec,30-1,30.0,1000.0,0.2857708032708033,0.09334295334295334,0.19242784992784992
A36IB78C6MVA3,prim,30-1,30.0,1000.0,0.47872943845717525,0.011627906976744186,0.4671015314804311
A389Y151TAJ4XG,ns,30-1,30.0,1000.0,0.2680212849822625,0.20586716594402837,0.06215411903823412
A3AY0315YWWNXY,rec,30-1,30.0,1000.0,0.4417775214261465,0.15056276111492176,0.29121476031122473
A3EUH97BRHRSI6,rec,30-1,30.0,1000.0,0.17038621646623497,0.07878211058137052,0.09160410588486444
A3I97794CB5SUO,rec,30-1,30.0,1000.0,0.2912688662688663,0.06905463905463904,0.2222142272142272
A3RVHUY67SVXQV,ns,30-1,30.0,1000.0,0.46061820526994657,0.0816196793808734,0.3789985258890731
A3TX84QHD321M7,prim,30-1,30.0,1000.0,0.4595136967830611,0.014268207282913165,0.44524548950014786
A3UCN8EJI08X2P,ns,30-1,30.0,1000.0,0.11775264303482587,0.10661069651741294,0.01114194651741293
A3UQ5DF8VVD975,rec,30-1,30.0,1000.0,0.3319885991963368,0.12510466311559668,0.20688393608074013
A3V71NT2X4HD1I,prim,30-1,30.0,1000.0,0.4473549521185604,0.010940130566960988,0.4364148215515995
A51TGVVYJF7T0,prim,30-1,30.0,1000.0,0.3472296134674401,0.06382251550683248,0.2834070979606076
A7USTT4KU1ZBO,ns,30-1,30.0,1000.0,0.1456724503095471,0.005555555555555556,0.14011689475399153
AB5WBMZGLX57B,ns,30-1,30.0,1000.0,0.09612863693864643,0.03777039848197343,0.05835823845667299
ACBROX4H8BSW3,rec,30-1,30.0,1000.0,0.18813131313131315,0.09191919191919191,0.09621212121212122
ADJ9I7ZBFYFH7,rec,30-1,30.0,1000.0,0.27110844337735096,0.09023609443777511,0.18087234893957582
AGILQEFEPEK7N,ns,30-1,30.0,1000.0,0.32751602564102567,0.0652724358974359,0.26224358974358974
AH7HACNNRSIPO,ns,30-1,30.0,1000.0,0.23099395896006064,0.03975468975468975,0.19123926920537088
AIDU49N2KO05N,ns,30-1,30.0,1000.0,0.2928186330563532,0.22389652631311463,0.06892210674323855
AJUVX0E4OPTAO,prim,30-1,30.0,1000.0,0.39202224476822417,0.0,0.39202224476822417
AK3GAHRZ6M6WM,rec,30-1,30.0,1000.0,0.23004399748585797,0.02702702702702703,0.20301697045883094
AKE4AYF86KJVU,rec,30-1,30.0,1000.0,0.29687747740605674,0.11022475027746947,0.1866527271285873
AKNBC1TE88NDO,rec,30-1,30.0,1000.0,0.0685763888888889,0.05584291187739464,0.01273347701149425
AKX4H8RT7BL7H,rec,30-1,30.0,1000.0,0.18374624624624625,0.14771021021021022,0.036036036036036036
AOYDGVOZUIHII,prim,30-1,30.0,1000.0,0.47512106537530263,0.018523002421307506,0.45659806295399513
AP4B1GJIT3HYF,ns,30-1,30.0,1000.0,0.11897812009419152,0.08750327053898482,0.0314748495552067
AXFH1DT8PR0K2,prim,30-1,30.0,1000.0,0.4744897959183674,0.01,0.46448979591836737
AXFP50XOZD2NI,rec,30-1,30.0,1000.0,0.06334217769309047,0.11484264552215871,-0.05150046782906824
A12LX24NC3FP2U,ns,20-2,20.0,2000.0,0.35853658536585364,0.04552845528455285,0.3130081300813008
A161VPQSXLLV8U,ns,20-2,20.0,2000.0,0.5625308189172117,0.10124803879617744,0.4612827801210343
A166P9BSWIFF32,prim,20-2,20.0,2000.0,0.6740601503759398,0.0,0.6740601503759398
A17IPELR5NC2LZ,prim,20-2,20.0,2000.0,0.564595192915876,0.00980392156862745,0.5547912713472486
A17TMQWTCJVOV5,rec,20-2,20.0,2000.0,0.12014647469059599,0.13558632315542132,-0.01543984846482534
A1CB9NR3SN4VMY,prim,20-2,20.0,2000.0,0.5472850217198262,0.16870869033047736,0.3785763313893489
A1FM638CHGPC1M,ns,20-2,20.0,2000.0,0.569830647955648,0.06618156618156618,0.5036490817740817
A1HENLDLQEO5BZ,prim,20-2,20.0,2000.0,0.9231809318555009,0.0,0.9231809318555009
A1J39RAV7TKEMF,ns,20-2,20.0,2000.0,0.28278186274509803,0.08762254901960784,0.1951593137254902
A1JL3HCA0MK9UI,prim,20-2,20.0,2000.0,0.45647736513960424,0.0,0.45647736513960424
A1L5A88C9PPK5L,prim,20-2,20.0,2000.0,0.8688311688311688,0.04372294372294372,0.8251082251082251
A1LA6CIGBNDOH9,rec,20-2,20.0,2000.0,0.2950206398348813,0.12322841417268662,0.17179222566219468
A1MD74JPL7E9PK,prim,20-2,20.0,2000.0,0.43891723356009066,0.05470521541950113,0.38421201814058953
A1O0K8V58YRL4A,ns,20-2,20.0,2000.0,0.11140271493212671,0.17248868778280543,-0.06108597285067873
A1PTX4IB9R34LI,rec,20-2,20.0,2000.0,0.12367888980792206,0.11365568422020035,0.010023205587721715
A1S2EXYEG5I8HW,rec,20-2,20.0,2000.0,0.4029488615154908,0.14411754725304557,0.25883131426244527
A1SJLXB0XFCJ97,prim,20-2,20.0,2000.0,0.5012896825396825,0.03869047619047619,0.46259920634920637
A1TPGXT718D68E,rec,20-2,20.0,2000.0,0.23027295285359803,0.14779776674937967,0.08247518610421836
A1TVWMWE03AWAW,rec,20-2,20.0,2000.0,0.265625,0.2505681818181818,0.015056818181818178
A1VEOI1H4AE1T3,prim,20-2,20.0,2000.0,0.855580693815988,0.07107843137254902,0.7845022624434389
A1WT2CM71Z9MP3,prim,20-2,20.0,2000.0,0.26785714285714285,0.06140350877192982,0.20645363408521303
A20YXCVKHSTSPC,prim,20-2,20.0,2000.0,0.775,0.04642857142857143,0.7285714285714286
A2147HO7VBGJCU,prim,20-2,20.0,2000.0,0.5267695099818512,0.034482758620689655,0.4922867513611615
A248QG4DPULP46,ns,20-2,20.0,2000.0,0.2615212912087912,0.030580357142857142,0.23094093406593408
A25S9Y5DZ9OR16,prim,20-2,20.0,2000.0,0.4357922791426628,0.007575757575757576,0.42821652156690515
A25VK411P03A5T,rec,20-2,20.0,2000.0,0.5363401300236407,0.149310832489024,0.3870292975346167
A289D98Z4GAZ28,prim,20-2,20.0,2000.0,0.19137313264399272,0.03757047402747017,0.15380265861652254
A2BTEQA95MCIHU,prim,20-2,20.0,2000.0,0.4773268398268398,0.008928571428571428,0.46839826839826837
A2E8PL8ZWIZVJ0,prim,20-2,20.0,2000.0,0.852806870548806,0.007575757575757576,0.8452311129730484
A2I6HVUDBTGD1,prim,20-2,20.0,2000.0,0.6524569583931134,0.0,0.6524569583931134
A2KHR0GTA0DBWI,rec,20-2,20.0,2000.0,0.08923494983277593,0.4354156712852365,-0.3461807214524606
A2KT30RCVX67ZS,prim,20-2,20.0,2000.0,0.807747639189455,0.010416666666666666,0.7973309725227884
A2MMGDAA7JJKIE,prim,20-2,20.0,2000.0,0.6852826510721247,0.030750487329434695,0.65453216374269
A2MOKIEQZ0OF2M,prim,20-2,20.0,2000.0,0.6378947368421053,0.06421052631578948,0.5736842105263158
A2NZ783AY1LBPW,prim,20-2,20.0,2000.0,0.5621527777777778,0.040625,0.5215277777777778
A2NZAL7KHOR6VF,rec,20-2,20.0,2000.0,0.35966756513926323,0.12263938804033145,0.23702817709893179
A2OOS7IXSKJFFI,ns,20-2,20.0,2000.0,0.3509984639016897,0.04838709677419355,0.30261136712749614
A2P2YEHX1FXD20,rec,20-2,20.0,2000.0,0.4675689223057644,0.18947368421052632,0.2780952380952381
A2QHI85LQPJZYP,prim,20-2,20.0,2000.0,0.5410774410774412,0.03535353535353535,0.5057239057239057
A2SSY7MHPDQVUS,prim,20-2,20.0,2000.0,0.4475869226777374,0.0,0.4475869226777374
A2UX2W49R55PH4,prim,20-2,20.0,2000.0,0.20354662241071977,0.06543887147335423,0.13810775093736555
A2VIKCIM9TZL22,rec,20-2,20.0,2000.0,0.34843689266477873,0.16308512410461437,0.18535176856016436
A2XGHLVP2C1FVA,ns,20-2,20.0,2000.0,0.3403059499661934,0.05860167342799189,0.2817042765382015
A2XVLOZY7FJCC2,rec,20-2,20.0,2000.0,0.1057554733271662,0.09492048808422536,0.010834985242940832
A2ZVBFH732LYXQ,prim,20-2,20.0,2000.0,0.9802291204730229,0.0,0.9802291204730229
A304UJAE051J89,rec,20-2,20.0,2000.0,0.2925565575067236,0.24262132178452778,0.04993523572219586
A312HQ3OU0EYTB,rec,20-2,20.0,2000.0,0.23872549019607844,0.10964052287581699,0.12908496732026145
A35S8HPY0V445,ns,20-2,20.0,2000.0,0.2896115977413644,0.09515823873409013,0.19445335900727428
A37GOI3N77WX21,ns,20-2,20.0,2000.0,0.219105415860735,0.15572395689416965,0.06338145896656536
A389UA2GRCJ6,prim,20-2,20.0,2000.0,0.3834962315991127,0.0,0.3834962315991127
A3A7XOKH39SYOI,prim,20-2,20.0,2000.0,0.5882389162561577,0.008928571428571428,0.5793103448275863
A3B0CMCBWAND7,rec,20-2,20.0,2000.0,0.47387566137566134,0.16761803011803011,0.3062576312576312
A3C4WGE4SOGM1,ns,20-2,20.0,2000.0,0.5482371794871795,0.0375,0.5107371794871796
A3CKVVGWBS4NGU,prim,20-2,20.0,2000.0,0.7497601373529263,0.012379227053140096,0.7373809102997861
A3GDVKIN7ZGUG9,rec,20-2,20.0,2000.0,0.2408026755852843,0.1273690078037904,0.11343366778149387
A3HE29W5IDR394,rec,20-2,20.0,2000.0,0.183191876613377,0.11923602660007036,0.06395585001330663
A3I1SGVY37KR4A,ns,20-2,20.0,2000.0,0.2680001990346818,0.04458376872169976,0.22341643031298206
A3J5HRXH4F64SP,ns,20-2,20.0,2000.0,0.16596638655462184,0.09138655462184875,0.0745798319327731
A3LVLZS8S41ZD7,rec,20-2,20.0,2000.0,0.3392825311942959,0.10591312282488753,0.2333694083694084
A3LXARU55PR281,ns,20-2,20.0,2000.0,0.42559473747446835,0.15720593535984623,0.2683888021146221
A3TR3KIRG5PCZ8,prim,20-2,20.0,2000.0,0.4605741279069767,0.005813953488372093,0.45476017441860467
A3U2A632YWEX7B,prim,20-2,20.0,2000.0,0.725560482877556,0.03344419807834442,0.6921162847992116
A3U69MNO1JC7V4,rec,20-2,20.0,2000.0,0.2643553459119497,0.26550314465408803,-0.0011477987421383631
A3UMHUWJKRGKNR,rec,20-2,20.0,2000.0,0.19057231588287488,0.15139587235860527,0.039176443524269605
A3VW5PI9ZX9DOD,ns,20-2,20.0,2000.0,0.527499331729484,0.04250200481154772,0.48499732691793634
A4HWADFPGP45G,ns,20-2,20.0,2000.0,0.5650199473728885,0.036579025549613786,0.5284409218232747
AFRKVRPZ2RHY8,rec,20-2,20.0,2000.0,0.15490196078431373,0.25163398692810457,-0.09673202614379084
AHZCC2V399WUN,ns,20-2,20.0,2000.0,0.39606380483227777,0.03945402298850575,0.356609781843772
AJABAPM32ETMN,rec,20-2,20.0,2000.0,0.2848148148148148,0.07444444444444444,0.2103703703703704
AK1EF4NACR1UJ,prim,20-2,20.0,2000.0,0.6740335381464413,0.11349206349206349,0.5605414746543779
AKIT35WR8HEQ3,prim,20-2,20.0,2000.0,0.4064449917898194,0.037241379310344824,0.36920361247947453
AP9WIQ4P78XLH,rec,20-2,20.0,2000.0,0.26153846153846155,0.1050442612942613,0.15649420024420024
AR9AU5FY1S3RO,rec,20-2,20.0,2000.0,0.3837571561709493,0.21929170549860205,0.16446545067234722
AXCDKBG1R43GE,ns,20-2,20.0,2000.0,0.1653605456796946,0.16451303818325094,0.0008475074964436613
A102WSFN62OS6I,ns,40-1,40.0,1000.0,0.234952843110398,0.06804941363701587,0.1669034294733821
A13WTEQ06V3B6D,rec,40-1,40.0,1000.0,0.1830297176789917,0.0921022191035624,0.09092749857542931
A178HXQENEAI65,rec,40-1,40.0,1000.0,0.12167098792396466,0.24356126791325544,-0.1218902799892908
A1BLHM2IDH7DH4,prim,40-1,40.0,1000.0,0.4388285627416062,0.009539735626692148,0.42928882711491406
A1DJB12ZI46GPX,prim,40-1,40.0,1000.0,0.2924370615674964,0.016666666666666666,0.27577039490082966
A1DZMZTXWOM9MR,rec,40-1,40.0,1000.0,0.23312471457632747,0.10440590359945198,0.1287188109768755
A1EU59VMI8GL4K,rec,40-1,40.0,1000.0,0.10530157395170012,0.06336657455244503,0.041934999399255074
A1F0VEHWK3IAF4,ns,40-1,40.0,1000.0,0.16982560122804025,0.03292540792540792,0.13690019330263234
A1HGWCCIWP7AO0,ns,40-1,40.0,1000.0,0.1381969504588791,0.07241964047046244,0.06577730998841665
A1IL5P5H5VRW0D,prim,40-1,40.0,1000.0,0.2505417226936214,0.00641025641025641,0.24413146628336502
A1J5OW12TRQSOW,ns,40-1,40.0,1000.0,0.1939655172413793,0.09674329501915709,0.09722222222222222
A1KCSGTT6Y26LH,prim,40-1,40.0,1000.0,0.3367659856323965,0.0,0.3367659856323965
A1RQ8PX7A0CH3C,rec,40-1,40.0,1000.0,0.07037282818532818,0.08328909266409265,-0.012916264478764474
A1RY1N37JYUHBU,prim,40-1,40.0,1000.0,0.3630864197530865,0.031172839506172837,0.3319135802469136
A1S54RQW9FDK0X,ns,40-1,40.0,1000.0,0.15273989577956015,0.07937402245182565,0.0733658733277345
A1TG34GJ1WTN0C,prim,40-1,40.0,1000.0,0.09504662004662004,0.01663752913752914,0.0784090909090909
A1UH6A625GF5MD,prim,40-1,40.0,1000.0,0.34094605689433277,0.004310344827586207,0.3366357120667466
A1VHK9OFD7H8ZH,rec,40-1,40.0,1000.0,0.2835965008645421,0.13606513045946034,0.14753137040508174
A1ZLLYRW6GIVC7,rec,40-1,40.0,1000.0,0.3733990147783251,0.1208128078817734,0.2525862068965517
A20GJP9C5KC2ZU,ns,40-1,40.0,1000.0,0.2660190161223646,0.0,0.2660190161223646
A23W5HVE02LM0E,prim,40-1,40.0,1000.0,0.3474903854527476,0.0558862238777878,0.2916041615749597
A2541C8MY0BYV3,rec,40-1,40.0,1000.0,0.24657656584901166,0.09770183376994523,0.14887473207906643
A271830PNYAI2G,rec,40-1,40.0,1000.0,0.07245167570574329,0.04266444166319009,0.02978723404255319
A29JQ7VMQ1HKYP,ns,40-1,40.0,1000.0,0.1434684808670973,0.020695970695970695,0.12277251017112659
A2GUPBBFPPSXYR,prim,40-1,40.0,1000.0,0.34833100994751653,0.03101140211371967,0.31731960783379687
A2HRUFTA09371Y,rec,40-1,40.0,1000.0,0.17546376702157115,0.09751902472585099,0.07794474229572017
A2IK3H6MQ1QV6E,rec,40-1,40.0,1000.0,0.11602165599258624,0.054104454976548,0.06191720101603823
A2L7RTYO4UMYDH,ns,40-1,40.0,1000.0,0.23240115718418514,0.1210221793635487,0.11137897782063645
A2LI1OIR4BVJRW,prim,40-1,40.0,1000.0,0.38309965896172793,0.016838764683592272,0.3662608942781357
A2NEFRREWF33YP,rec,40-1,40.0,1000.0,0.16652395257802707,0.0460635981036813,0.12046035447434578
A2P8V5SKYLL5I4,rec,40-1,40.0,1000.0,0.20280755689590274,0.08936996413500173,0.11343759276090104
A2PSU15S8ZI3V5,prim,40-1,40.0,1000.0,0.4461215649113307,0.017260051441721942,0.42886151346960877
A2QUSCZS3RXGXE,ns,40-1,40.0,1000.0,0.26826270502472466,0.010665926615243182,0.2575967784094815
A2TUYGXQ15U6GO,prim,40-1,40.0,1000.0,0.4182353094326851,0.011299435028248588,0.40693587440443646
A2UEVNT8VQD1SA,ns,40-1,40.0,1000.0,0.1483703954574278,0.0679908629734248,0.080379532484003
A2VR9O234UCT9T,rec,40-1,40.0,1000.0,0.3118128964059197,0.05102184637068358,0.26079105003523606
A2WCPERU8X385N,prim,40-1,40.0,1000.0,0.3598980794311566,0.024965951763896967,0.33493212766725966
A33GZS6SU4O20M,ns,40-1,40.0,1000.0,0.11454003886363558,0.04483702123694047,0.0697030176266951
A38I0E8UK53ME5,rec,40-1,40.0,1000.0,0.2268939393939394,0.09895833333333333,0.12793560606060608
A3BZH91MITQA5X,ns,40-1,40.0,1000.0,0.5074541563305608,0.019017083623825197,0.4884370727067356
A3NX66U9RAY2GQ,prim,40-1,40.0,1000.0,0.4024969784128132,0.004629629629629629,0.3978673487831835
A3O40YLW6MYU8C,prim,40-1,40.0,1000.0,0.46918299092212135,0.049960184742793436,0.41922280617932794
A3S2AUQWI7XWT4,prim,40-1,40.0,1000.0,0.5939089167645571,0.014508534060495884,0.5794003827040612
A3SA9LY6RXKFOI,prim,40-1,40.0,1000.0,0.30130191861690914,0.04090909090909091,0.26039282770781824
A3SLT6KVF0NXPH,prim,40-1,40.0,1000.0,0.3538135312406509,0.022662797324880805,0.3311507339157701
A3TNSJSXI464IT,ns,40-1,40.0,1000.0,0.2096157546371123,0.011208920187793427,0.19840683444931886
A3TUJBPLJGTI5,rec,40-1,40.0,1000.0,0.48997332930756843,0.028645833333333332,0.46132749597423506
A3VL1CBZ3BGQK7,ns,40-1,40.0,1000.0,0.2591941157659098,0.08954269267668692,0.16965142308922287
A47VA451RDBV3,prim,40-1,40.0,1000.0,0.4307611627210069,0.016350050658561297,0.4144111120624456
A92KVBM20ZTU4,rec,40-1,40.0,1000.0,0.1607654393798972,0.11838051506726206,0.04238492431263516
AAF1SJ9FCBF75,rec,40-1,40.0,1000.0,0.19740479646140024,0.06776988734535905,0.1296349091160412
AAVFHZA708CSP,ns,40-1,40.0,1000.0,0.27547435437589674,0.12721425155428023,0.14826010282161647
ADL9KYXZGHUFO,ns,40-1,40.0,1000.0,0.25594493116395495,0.010638297872340425,0.24530663329161453
AFLRBB974KS6D,ns,40-1,40.0,1000.0,0.49575310676056944,0.08082127242575005,0.4149318343348194
AGB6853RIDWJ8,ns,40-1,40.0,1000.0,0.15760411862322182,0.18363017117031571,-0.026026052547093878
AGLFNO1XKM8O8,rec,40-1,40.0,1000.0,0.11591733579726024,0.1646044225307582,-0.04868708673349796
AH2C0LKV36ATT,prim,40-1,40.0,1000.0,0.4170662163404099,0.013847072879330943,0.40321914346107895
AKJN72HW14WTR,rec,40-1,40.0,1000.0,0.19858647450110864,0.07529563932002956,0.12329083518107908
AMIQGW2E3WYO4,rec,40-1,40.0,1000.0,0.11202865761689292,0.05235671191553544,0.05967194570135747
ANCTZADQC3D75,ns,40-1,40.0,1000.0,0.42256615178625506,0.05817455570745044,0.3643915960788046
AOQKJGXZ8QQD0,prim,40-1,40.0,1000.0,0.22504020369874028,0.013392857142857142,0.21164734655588313
AP3BTOBN8Y9EJ,rec,40-1,40.0,1000.0,0.05338388501211459,0.04025173517543901,0.013132149836675586
AQSYWZJVVMCGJ,prim,40-1,40.0,1000.0,0.42043156042880864,0.018205120365274465,0.40222644006353414
AR1IWBDA7MC86,rec,40-1,40.0,1000.0,0.21411861241069163,0.10869392158996119,0.10542469082073044
AR3MFFPQ39IXF,rec,40-1,40.0,1000.0,0.16564324564324565,0.14657342657342656,0.01906981906981907
ARL0T0MU9A65G,prim,40-1,40.0,1000.0,0.431007573527444,0.029003699788583512,0.4020038737388605
ASVRLMDNQBUD9,rec,40-1,40.0,1000.0,0.3062429298642534,0.07580363876319758,0.23043929110105582
ATRRW34VN38IX,rec,40-1,40.0,1000.0,0.1225140712945591,0.12833020637898687,-0.00581613508442777
AVSVIOR38JDM6,prim,40-1,40.0,1000.0,0.5895642126545808,0.015266099936513835,0.574298112718067
AW0MG225VXWCN,rec,40-1,40.0,1000.0,0.20766190278928473,0.06242578017122342,0.14523612261806132
AW4PTI9P13WUB,prim,40-1,40.0,1000.0,0.42195970660782667,0.04806539547792982,0.37389431112989685
AXFCUZW85XUK1,ns,40-1,40.0,1000.0,0.4049479166666667,0.07884837962962962,0.32609953703703703
AYF9WH3AQIT86,prim,40-1,40.0,1000.0,0.26058326986544805,0.008333333333333333,0.25224993653211475
