subject,strategy,condition,l_length,pres_rate,intrusion,sp_1,sp_2,sp_3,sp_4,sp_5,sp_6,sp_7,sp_8,sp_9,sp_10,sp_11,sp_12,sp_13,sp_14,sp_15,sp_16,sp_17,sp_18,sp_19,sp_20,sp_21,sp_22,sp_23,sp_24,sp_25,sp_26,sp_27,sp_28,sp_29,sp_30,sp_31,sp_32,sp_33,sp_34,sp_35,sp_36,sp_37,sp_38,sp_39,sp_40
A277V4SHQB8JRS,rec,20-1,20.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
A2E5PV1BHNG67N,ns,20-1,20.0,1000.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,,,,,,,,,,,,,,,,,,,,
A2FQVRBXJZQAWT,prim,20-1,20.0,1000.0,0.41666666666666663,0.0,0.41666666666666663,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
A2GM1ZIBRBHBK7,ns,20-1,20.0,1000.0,0.08333333333333333,0.0,0.08333333333333333,0.125,0.08333333333333333,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,,,,,,,,,,,,,,,,,,,,
A2ONILC0LZKG6Y,rec,20-1,20.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2QX1SJXQN1NV1,prim,20-1,20.0,1000.0,0.375,0.0,0.0,0.125,0.125,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
A2QY653X9531JP,ns,20-1,20.0,1000.0,0.22916666666666666,0.0625,0.14583333333333331,0.0,0.0,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.125,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
A2RBF3IIJP15IH,rec,20-1,20.0,1000.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
A2RWLFIP23FZA7,prim,20-1,20.0,1000.0,0.0,0.0,0.125,0.625,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,,,,,,,,,,,,,,,,,,,,
A2SBZCFAVT83GN,rec,20-1,20.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
A2SQGKP2REXOTN,prim,20-1,20.0,1000.0,0.0,0.0,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
A2SQTRNQWDLU4F,ns,20-1,20.0,1000.0,0.25,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
A2SWQM5X54P1O5,ns,20-1,20.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
A2TG5ESEOPXAHI,prim,20-1,20.0,1000.0,0.19166666666666668,0.05,0.6083333333333334,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
A2V6E7SGEU0EFD,ns,20-1,20.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2VXT33Y2TQPOQ,prim,20-1,20.0,1000.0,0.125,0.0,0.5,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
A2XDWB9NVYI3LQ,rec,20-1,20.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.5,0.0,0.16666666666666666,0.0,,,,,,,,,,,,,,,,,,,,
A3026HLELYNW7U,rec,20-1,20.0,1000.0,0.08333333333333333,0.125,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.3958333333333333,0.1875,,,,,,,,,,,,,,,,,,,,
A351P2O6QGTCS,rec,20-1,20.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
A39R5EBK7W916X,ns,20-1,20.0,1000.0,0.20833333333333331,0.0,0.375,0.125,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,
A3D9PJ37U7LCHE,ns,20-1,20.0,1000.0,0.3958333333333333,0.0,0.25,0.22916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0,,,,,,,,,,,,,,,,,,,,
A3EVXSWHYA1PTT,rec,20-1,20.0,1000.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,
A3GIUDSA1IGTFV,ns,20-1,20.0,1000.0,0.27777777777777773,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.1111111111111111,0.0,,,,,,,,,,,,,,,,,,,,
A3HXK0UGS1YDMC,prim,20-1,20.0,1000.0,0.0,0.0,0.2708333333333333,0.0,0.0,0.125,0.08333333333333333,0.20833333333333331,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,,,,,,,,,,,,,,,,,,,,
A3ITZNJQUTIZ4C,rec,20-1,20.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3MHP4LZ3V88NF,prim,20-1,20.0,1000.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
A3NRIEMOJVVX4A,rec,20-1,20.0,1000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
A3PEV3KN6F7JRG,ns,20-1,20.0,1000.0,0.8333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
A3QKOYP52HYRH2,rec,20-1,20.0,1000.0,0.3,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.08333333333333333,0.4666666666666666,0.0,,,,,,,,,,,,,,,,,,,,
A3RFOODI4G4P4K,rec,20-1,20.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,,,,,
A3RHJEMZ4EGY2U,rec,20-1,20.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3S76P3L3USWI1,prim,20-1,20.0,1000.0,0.47916666666666663,0.0,0.20833333333333331,0.125,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
A3USPFFWN1G5PF,rec,20-1,20.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.27777777777777773,0.0,0.2222222222222222,0.16666666666666666,,,,,,,,,,,,,,,,,,,,
A50UY1556VDIA,ns,20-1,20.0,1000.0,0.16666666666666666,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.0,,,,,,,,,,,,,,,,,,,,
A7R1OLLU1Z6RA,rec,20-1,20.0,1000.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,
AC7CDW53I98JT,prim,20-1,20.0,1000.0,0.16666666666666666,0.0,0.5888888888888889,0.06666666666666667,0.1111111111111111,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
AEJU0MCYOQC77,prim,20-1,20.0,1000.0,0.25,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,,,,,,,,,,,,,,,,,,,,
AHU3EE2Q05E18,prim,20-1,20.0,1000.0,0.18333333333333335,0.0,0.21666666666666667,0.16666666666666666,0.35,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
AJD90361AJO80,ns,20-1,20.0,1000.0,0.0,0.0,0.08333333333333333,0.125,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,,,,,,,,,,,,,,,,,,,,
AK52RXEJKR81A,ns,20-1,20.0,1000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
AMJAZPJBO936R,prim,20-1,20.0,1000.0,0.25,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
AOQZVAH5FSKGE,prim,20-1,20.0,1000.0,0.3958333333333333,0.0,0.125,0.14583333333333331,0.125,0.20833333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
AQCJI23U1VBYD,prim,20-1,20.0,1000.0,0.375,0.0,0.3125,0.25,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
AQPFTUIJ0PW2N,prim,20-1,20.0,1000.0,0.25,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.13888888888888887,0.0,0.0,0.13888888888888887,0.08333333333333333,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
AXFCUZ1WQC2WY,ns,20-1,20.0,1000.0,0.125,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,
AY7M9MOLNXIIK,ns,20-1,20.0,1000.0,0.55,0.027777777777777776,0.2694444444444445,0.0,0.08333333333333333,0.0,0.027777777777777776,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
AZZA3J049G7R5,rec,20-1,20.0,1000.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,
A102RSV009OCUW,prim,15-2,15.0,2000.0,0.125,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A11BHGAKU0RIH8,rec,15-2,15.0,2000.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A13GBA16BNTN1A,rec,15-2,15.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.75,0.125,,,,,,,,,,,,,,,,,,,,,,,,,
A13THDIE8LTQ11,ns,15-2,15.0,2000.0,0.20833333333333331,0.0,0.125,0.08333333333333333,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.2916666666666667,0.08333333333333333,0.125,,,,,,,,,,,,,,,,,,,,,,,,,
A150QX2OXHGK8P,rec,15-2,15.0,2000.0,0.1875,0.1875,0.0,0.08333333333333333,0.0,0.25,0.0,0.0,0.0,0.0,0.0625,0.08333333333333333,0.0,0.0,0.0625,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,
A151XA53WYXVD7,prim,15-2,15.0,2000.0,0.3055555555555555,0.1111111111111111,0.2222222222222222,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.08333333333333333,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A1618RA11ZOD8Y,rec,15-2,15.0,2000.0,0.1111111111111111,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.1111111111111111,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,
A19X8IA9EKC3XH,ns,15-2,15.0,2000.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A1CFMY4CEYOM8Y,rec,15-2,15.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,
A1E0K2VGY2684V,ns,15-2,15.0,2000.0,0.2111111111111111,0.0,0.05,0.20277777777777778,0.027777777777777776,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.027777777777777776,0.2777777777777778,0.125,,,,,,,,,,,,,,,,,,,,,,,,,
A1NQOR4RQJJDMW,ns,15-2,15.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1PZIN8H1VI6SY,prim,15-2,15.0,2000.0,0.16666666666666666,0.0,0.3055555555555555,0.38888888888888884,0.08333333333333333,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A1QRIZY9WJW3R1,prim,15-2,15.0,2000.0,0.25,0.0,0.3125,0.3125,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A1QXJZFA5NVGM3,prim,15-2,15.0,2000.0,0.16666666666666666,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A1ROEDVMTO9Y3X,ns,15-2,15.0,2000.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A1SCF3L6LTFQHF,prim,15-2,15.0,2000.0,0.08333333333333333,0.0,0.8333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A1T7EB1WEDCMXV,ns,15-2,15.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1TR2AOKWGQ78A,ns,15-2,15.0,2000.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A1UOP419O6P55R,prim,15-2,15.0,2000.0,0.27777777777777773,0.0,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A1WM3INNDW2776,ns,15-2,15.0,2000.0,0.05555555555555555,0.05555555555555555,0.0,0.6666666666666666,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A1Z82Y9E6YWY80,ns,15-2,15.0,2000.0,0.5416666666666666,0.0,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A2113B699TVADG,prim,15-2,15.0,2000.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A219SZBLCCCXN9,prim,15-2,15.0,2000.0,0.3958333333333333,0.0,0.08333333333333333,0.125,0.041666666666666664,0.0,0.0,0.0625,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A22GYYJXTS5KBH,ns,15-2,15.0,2000.0,0.0,0.4444444444444444,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A22Y78RVB8UFTD,ns,15-2,15.0,2000.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
A233LLG8YAXWF,rec,15-2,15.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A24GX1OZE6AY04,ns,15-2,15.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A26MT7KJ7NJLRN,ns,15-2,15.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A26T0U2Y6LZOF3,rec,15-2,15.0,2000.0,0.30952380952380953,0.16666666666666666,0.07142857142857142,0.0,0.0,0.15476190476190477,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.15476190476190477,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A29J4LL0MQL3AC,prim,15-2,15.0,2000.0,0.16666666666666666,0.0,0.3333333333333333,0.27777777777777773,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A2G4R0GS677RC2,rec,15-2,15.0,2000.0,0.41666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A2IV3SSVTU90BN,ns,15-2,15.0,2000.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A2KZN3UH5NGC9,rec,15-2,15.0,2000.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.625,,,,,,,,,,,,,,,,,,,,,,,,,
