subject,condition,l_length,pres_rate,prim_slope,prim_intercept,rec_slope,rec_intercept
A10HW8JXM17XLD,10-2,10.0,2000.0,0.00625,0.4479166666666667,0.08541666666666665,0.48958333333333337
A12K1ADYMRSWMJ,10-2,10.0,2000.0,0.029166666666666674,0.5625,1.1102230246251566e-17,0.6125
A14E4ISXVJVY6F,10-2,10.0,2000.0,0.002083333333333315,0.8354166666666666,-0.035416666666666666,0.9645833333333331
A169XTOCOMO1MV,10-2,10.0,2000.0,0.0,0.47916666666666663,0.04375000000000001,0.3354166666666666
A18NXRDHQ0ZSOY,10-2,10.0,2000.0,0.0,0.55,-0.00625,0.59375
A1969Q0R4Y0E3J,10-2,10.0,2000.0,0.03333333333333334,0.38333333333333336,0.06666666666666667,0.47500000000000003
A1AKL5YH9NLD2V,10-2,10.0,2000.0,0.02083333333333334,0.7208333333333334,-0.004166666666666674,0.9208333333333333
A1ARWNTZHGFG8Y,10-2,10.0,2000.0,-0.02291666666666667,0.5145833333333333,0.002083333333333343,0.44375
A1F0R1MSPTXHHV,10-2,10.0,2000.0,0.014583333333333321,0.26458333333333334,-0.018750000000000003,0.35208333333333336
A1GRPIBHW72HDU,10-2,10.0,2000.0,-0.05624999999999998,0.7979166666666666,0.11874999999999998,0.44375
A1I9RLJQ0BYN21,10-2,10.0,2000.0,-0.03333333333333334,0.625,0.029166666666666674,0.3708333333333333
A1NG504QI5LI62,10-2,10.0,2000.0,0.01249999999999999,0.6458333333333334,0.029166666666666664,0.6125
A1NQ2A0UDW719R,10-2,10.0,2000.0,0.0020833333333333316,0.31041666666666673,0.05208333333333334,0.2020833333333333
A1P00XZZG7EEEM,10-2,10.0,2000.0,0.016666666666666673,0.34166666666666656,0.02916666666666667,0.27083333333333326
A1RFDB2WUV7QRO,10-2,10.0,2000.0,-0.050000000000000024,0.6083333333333334,0.08749999999999998,0.26250000000000007
A1V2H0UF94ATWY,10-2,10.0,2000.0,0.02083333333333335,0.37499999999999994,0.09791666666666667,0.4895833333333332
A1W7T8V97ZPUH0,10-2,10.0,2000.0,0.025000000000000012,0.48749999999999993,-0.004166666666666663,0.5625
A1WJIRT360P5VB,10-2,10.0,2000.0,0.004166666666666674,0.47083333333333327,0.09375,0.59375
A1WPGNK8Y65BV3,10-2,10.0,2000.0,-0.09583333333333333,0.8458333333333333,0.14791666666666667,0.14375000000000004
A1XMGLCK09Z0DW,10-2,10.0,2000.0,-0.018750000000000003,0.76875,-0.04375000000000001,0.83125
A1YA2FCN3KEK36,10-2,10.0,2000.0,-0.025000000000000036,0.6583333333333334,0.010416666666666685,0.6020833333333333
A20GD3EBBTBYY2,10-2,10.0,2000.0,0.002083333333333315,0.59375,0.03958333333333334,0.4520833333333334
A24BRTWG07T53Z,10-2,10.0,2000.0,-0.12083333333333335,0.8166666666666668,0.1625,0.03749999999999998
A27QXQ22F9ODSP,10-2,10.0,2000.0,0.014583333333333327,0.5520833333333335,0.02499999999999998,0.5583333333333335
A27T2Z568L69U1,10-2,10.0,2000.0,-0.022916666666666686,0.6645833333333334,0.014583333333333327,0.6312500000000001
A282UM3NAIM0YO,10-2,10.0,2000.0,0.004166666666666641,0.55,-0.016666666666666653,0.6583333333333332
A2BREH6STESM0G,10-2,10.0,2000.0,0.002083333333333337,0.36458333333333337,0.04583333333333334,0.27499999999999997
A2FLBMZ38IZ2SQ,10-2,10.0,2000.0,-0.002083333333333337,0.75625,0.04999999999999999,0.5875000000000001
A2FM1N5AOMVTGL,10-2,10.0,2000.0,0.031250000000000014,0.4979166666666666,0.050000000000000024,0.39166666666666666
A2FYFCD16Z3PCC,10-2,10.0,2000.0,-0.008333333333333337,0.9,0.027083333333333327,0.8145833333333334
A2H8PEGI28NKZD,10-2,10.0,2000.0,-0.07083333333333335,0.7583333333333333,0.13541666666666669,0.23541666666666666
A2I6ZALE49CVSC,10-2,10.0,2000.0,-0.15625,1.2270833333333333,0.1645833333333333,-0.18958333333333333
A2KPEUCEE2M05G,10-2,10.0,2000.0,-0.15000000000000002,1.0166666666666666,0.14583333333333334,0.15416666666666656
A2LJ1FRUYGW469,10-2,10.0,2000.0,0.016666666666666653,0.6833333333333333,0.006250000000000023,0.66875
A2M183CETUMR96,10-2,10.0,2000.0,-0.01458333333333335,0.6770833333333334,0.09791666666666665,0.53125
A2MUOD1JHWJ735,10-2,10.0,2000.0,-0.08333333333333334,1.0625,-0.00625,0.83125
A2NXMRPHG86N2T,10-2,10.0,2000.0,-0.05833333333333333,0.7708333333333333,0.12916666666666665,0.36250000000000004
A2PQDK3MLDFXYM,10-2,10.0,2000.0,-0.02499999999999998,0.7374999999999999,0.0625,0.6833333333333333
A2QRJKXTK4JDD8,10-2,10.0,2000.0,-0.012500000000000018,0.5833333333333335,-0.008333333333333371,0.6166666666666667
A2R970Q1Q2A6DJ,10-2,10.0,2000.0,-0.039583333333333325,0.48124999999999996,-0.018750000000000003,0.4395833333333333
A2VIKZ73Y5ABHM,10-2,10.0,2000.0,-0.012500000000000011,0.8166666666666667,-0.03958333333333332,0.9312499999999999
A2WYZLG8J526TQ,10-2,10.0,2000.0,0.03333333333333334,0.5833333333333333,0.04583333333333334,0.5291666666666668
A33X52IN60MSOE,10-2,10.0,2000.0,-0.1125,0.7625,0.1291666666666667,0.2624999999999999
A348NEQKS6VNIB,10-2,10.0,2000.0,-0.09583333333333333,0.9416666666666667,0.14583333333333334,0.15416666666666667
A349BBTU7L597J,10-2,10.0,2000.0,-0.004166666666666663,0.2833333333333334,0.01041666666666668,0.22291666666666665
A3C8JI69WPTKWH,10-2,10.0,2000.0,-0.016666666666666663,0.9624999999999999,0.03541666666666665,0.7895833333333333
A3CE7DTHIB76UK,10-2,10.0,2000.0,-0.041666666666666664,0.6625000000000001,-0.018750000000000003,0.54375
A3G55RJTW3BSGM,10-2,10.0,2000.0,0.054166666666666675,0.14166666666666666,0.14166666666666666,0.3
A3GC5Q5CLI4NWZ,10-2,10.0,2000.0,-0.014583333333333316,0.8604166666666666,0.024999999999999967,0.7375
A3J55BJGV95JKH,10-2,10.0,2000.0,0.1729166666666667,-0.2520833333333333,0.03541666666666665,0.70625
A3MJQ51KN9CMQ4,10-2,10.0,2000.0,0.002083333333333326,0.51875,-0.02083333333333336,0.6166666666666667
A3MOL1L9V4BUGH,10-2,10.0,2000.0,-0.010416666666666685,0.5895833333333333,-0.010416666666666675,0.6604166666666667
A3NAONPCTVT6P1,10-2,10.0,2000.0,3.33066907387547e-17,0.6416666666666665,-0.010416666666666675,0.6770833333333333
A3PJY7THMUIR4M,10-2,10.0,2000.0,-0.016666666666666687,0.5166666666666667,0.08333333333333333,0.2944444444444445
A3VV3MW68CALXS,10-2,10.0,2000.0,-0.014583333333333344,0.44791666666666663,-0.027083333333333338,0.46875
A489K1IFOM4JW,10-2,10.0,2000.0,0.014583333333333337,0.5979166666666669,-0.004166666666666674,0.6666666666666666
A49HPQ9P5AHU4,10-2,10.0,2000.0,-0.07500000000000001,0.8333333333333335,0.050000000000000024,0.6583333333333332
A55MEA9LQASZH,10-2,10.0,2000.0,0.022916666666666703,0.4770833333333332,0.03124999999999998,0.53125
A5P12YJP805RG,10-2,10.0,2000.0,-0.014583333333333344,0.3229166666666667,0.11041666666666664,0.4354166666666667
A5TWD5QD99GZY,10-2,10.0,2000.0,-0.07083333333333333,0.9958333333333335,0.052083333333333315,0.7354166666666666
A63UHNWYOV5LE,10-2,10.0,2000.0,-0.030555555555555548,0.3916666666666666,-0.019444444444444448,0.3083333333333333
AEP8U373W5Q54,10-2,10.0,2000.0,-1.1102230246251566e-17,0.7791666666666667,0.01249999999999999,0.6625
AK2PMO5I7OCEK,10-2,10.0,2000.0,-0.002083333333333326,0.6354166666666667,0.03541666666666669,0.5354166666666665
AKNU5D6QK7M72,10-2,10.0,2000.0,-0.01458333333333336,0.6770833333333334,0.07500000000000001,0.3708333333333334
AO5FQ7GY8DTR8,10-2,10.0,2000.0,-0.01666666666666668,0.5,-0.016666666666666653,0.4083333333333332
ARIWYNIH12MLF,10-2,10.0,2000.0,-0.04166666666666667,0.6833333333333333,-0.0125,0.5541666666666667
AS4FVWL91C6HR,10-2,10.0,2000.0,-0.027083333333333327,0.8020833333333333,-2.2204460492503132e-17,0.6625000000000001
AWJKR5GA7BS7V,10-2,10.0,2000.0,0.018750000000000034,0.49791666666666645,0.027083333333333327,0.49374999999999997
AZ69TBTDH7AZS,10-2,10.0,2000.0,0.008333333333333331,0.2041666666666667,0.14791666666666664,0.32708333333333345
AZ8NNCT4AODDN,10-2,10.0,2000.0,-0.008333333333333337,0.55,0.025,0.49166666666666675
A10JXOU89D5RXR,20-1,20.0,1000.0,-0.05625,0.54375,0.15208333333333332,0.1562500000000001
A111FTKAAJ5UMC,20-1,20.0,1000.0,-0.037500000000000006,0.6916666666666668,-0.01041666666666668,0.53125
A11EZAV2HRYKD5,20-1,20.0,1000.0,0.04583333333333335,0.5166666666666667,0.0,0.6333333333333333
A157L6Z8QU3SDE,20-1,20.0,1000.0,-0.0625,0.43749999999999994,0.16458333333333333,0.16874999999999996
A16GIPTDMJAFTK,20-1,20.0,1000.0,-0.029166666666666664,0.5708333333333334,0.027083333333333348,0.38541666666666663
A17R7WX5B0CKK6,20-1,20.0,1000.0,0.002083333333333337,0.5562500000000001,0.052083333333333315,0.40625000000000006
A17WB66BXX4R0J,20-1,20.0,1000.0,-0.0854166666666667,0.7604166666666667,0.002083333333333337,0.47291666666666665
A19QRXLWV5GKXN,20-1,20.0,1000.0,-0.03333333333333334,0.5125,0.02083333333333335,0.34583333333333327
A1CKIYN01NV9GJ,20-1,20.0,1000.0,0.020833333333333336,0.004166666666666666,0.1125,0.35416666666666663
A1HLDOM6JTYYI2,20-1,20.0,1000.0,-0.1125,0.9500000000000001,0.1875,-0.050000000000000044
A1HR8IRDC07FO9,20-1,20.0,1000.0,-0.00416666666666668,0.45833333333333337,0.002083333333333337,0.31458333333333327
A1J6CZ176U6GDT,20-1,20.0,1000.0,-0.027083333333333338,0.6687500000000002,0.07708333333333334,0.31875000000000003
A1J9VZ372FV2QZ,20-1,20.0,1000.0,-0.010416666666666664,0.5229166666666666,0.0125,0.375
A1JI19KPIVNL3Y,20-1,20.0,1000.0,-0.11250000000000003,0.8708333333333336,0.11041666666666666,0.04791666666666666
A1KH9VI2D0V43B,20-1,20.0,1000.0,-0.002083333333333365,0.5229166666666669,0.031249999999999997,0.3479166666666666
A1LJ4WAEDGELVL,20-1,20.0,1000.0,-0.08333333333333331,0.7833333333333332,0.1875,0.029166666666666674
A1OOCYEFLAJD98,20-1,20.0,1000.0,-0.13333333333333333,0.825,0.04583333333333333,0.7000000000000001
A1OW27AZS122X2,20-1,20.0,1000.0,-0.05208333333333335,0.5979166666666668,0.04375000000000001,0.3145833333333334
A1R5JNC2LO6X1S,20-1,20.0,1000.0,0.01458333333333336,0.6729166666666666,0.03333333333333334,0.5666666666666668
A1SUTNVLSFPXFK,20-1,20.0,1000.0,0.002083333333333343,0.41874999999999996,0.035416666666666693,0.3229166666666665
A1V91Z2CQKMR55,20-1,20.0,1000.0,0.035416666666666666,0.018750000000000003,0.1375,0.22083333333333327
A1YFL5HXPZ7MVV,20-1,20.0,1000.0,1.1102230246251566e-17,0.3833333333333333,-0.002083333333333326,0.39375
A22UMPYYQBXT0F,20-1,20.0,1000.0,-0.07708333333333334,0.48958333333333337,0.18125,0.07291666666666674
A26M997VYVK0E6,20-1,20.0,1000.0,-0.018750000000000003,0.7645833333333334,0.03750000000000001,0.525
A277V4SHQB8JRS,20-1,20.0,1000.0,-0.09375,0.9479166666666666,0.10416666666666669,0.5041666666666667
A2E5PV1BHNG67N,20-1,20.0,1000.0,-0.029166666666666664,0.37083333333333335,0.004166666666666666,0.2375
A2FQVRBXJZQAWT,20-1,20.0,1000.0,-0.07916666666666666,0.8041666666666667,-0.05,0.6083333333333334
A2GM1ZIBRBHBK7,20-1,20.0,1000.0,0.03125000000000001,0.22708333333333333,0.00625,0.27708333333333335
A2ONILC0LZKG6Y,20-1,20.0,1000.0,-0.09999999999999999,0.8999999999999999,0.125,0.4125
A2QX1SJXQN1NV1,20-1,20.0,1000.0,-0.03333333333333333,0.29166666666666663,-0.037500000000000006,0.4291666666666667
A2QY653X9531JP,20-1,20.0,1000.0,-0.025000000000000012,0.42500000000000004,0.03333333333333334,0.21666666666666656
A2RBF3IIJP15IH,20-1,20.0,1000.0,-0.13541666666666666,0.9395833333333334,0.13333333333333333,0.14583333333333337
A2RWLFIP23FZA7,20-1,20.0,1000.0,-0.039583333333333325,0.54375,0.03125000000000002,0.3020833333333333
A2SBZCFAVT83GN,20-1,20.0,1000.0,-0.052777777777777805,0.6083333333333334,0.10277777777777777,0.2749999999999999
A2SQGKP2REXOTN,20-1,20.0,1000.0,-0.044444444444444425,0.6333333333333333,-0.008333333333333333,0.07500000000000001
A2SQTRNQWDLU4F,20-1,20.0,1000.0,0.04166666666666667,0.13333333333333336,0.03333333333333334,0.19999999999999996
A2SWQM5X54P1O5,20-1,20.0,1000.0,-0.175,1.0083333333333333,0.15208333333333335,0.2354166666666666
A2TG5ESEOPXAHI,20-1,20.0,1000.0,-0.039583333333333345,0.6354166666666667,0.02083333333333333,0.375
A2V6E7SGEU0EFD,20-1,20.0,1000.0,-0.027083333333333327,0.3270833333333333,0.15000000000000002,0.25416666666666654
A2VXT33Y2TQPOQ,20-1,20.0,1000.0,0.0020833333333333537,0.5312499999999999,0.006249999999999995,0.4645833333333333
A2XDWB9NVYI3LQ,20-1,20.0,1000.0,0.027083333333333327,0.28958333333333336,0.029166666666666653,0.325
A3026HLELYNW7U,20-1,20.0,1000.0,-0.01874999999999999,0.60625,0.05625000000000002,0.3770833333333333
A351P2O6QGTCS,20-1,20.0,1000.0,-0.05277777777777779,0.4083333333333334,0.16111111111111112,0.12777777777777766
A39R5EBK7W916X,20-1,20.0,1000.0,0.04583333333333333,0.18750000000000003,-2.7755575615628915e-18,0.24999999999999994
A3D9PJ37U7LCHE,20-1,20.0,1000.0,-0.06666666666666668,0.5833333333333334,-0.004166666666666663,0.21249999999999997
A3EVXSWHYA1PTT,20-1,20.0,1000.0,-0.02083333333333333,0.975,0.05416666666666664,0.7000000000000002
A3GIUDSA1IGTFV,20-1,20.0,1000.0,-0.011111111111111127,0.46111111111111125,-0.005555555555555558,0.38888888888888884
A3HXK0UGS1YDMC,20-1,20.0,1000.0,-0.0125,0.3916666666666666,0.004166666666666674,0.3666666666666667
A3ITZNJQUTIZ4C,20-1,20.0,1000.0,-0.15833333333333335,0.8666666666666667,0.12083333333333333,0.3958333333333334
A3MHP4LZ3V88NF,20-1,20.0,1000.0,-0.07083333333333332,0.8166666666666667,-5.551115123125783e-18,0.5291666666666666
A3NRIEMOJVVX4A,20-1,20.0,1000.0,-0.049999999999999996,0.26249999999999996,0.11666666666666665,0.2958333333333333
A3PEV3KN6F7JRG,20-1,20.0,1000.0,-0.04583333333333334,0.40416666666666673,-0.0125,0.19583333333333333
A3QKOYP52HYRH2,20-1,20.0,1000.0,-0.027083333333333348,0.7229166666666668,0.02083333333333334,0.4625
A3RFOODI4G4P4K,20-1,20.0,1000.0,0.014583333333333316,0.4270833333333334,0.13125,0.1812499999999999
A3RHJEMZ4EGY2U,20-1,20.0,1000.0,-0.027083333333333327,0.6145833333333333,0.09166666666666667,0.3041666666666666
A3S76P3L3USWI1,20-1,20.0,1000.0,-0.07500000000000001,0.5625,-0.0041666666666666605,0.3083333333333333
A3USPFFWN1G5PF,20-1,20.0,1000.0,0.004166666666666674,0.3458333333333333,0.1375,0.10833333333333334
A50UY1556VDIA,20-1,20.0,1000.0,0.00625,0.20625,-0.02083333333333333,0.22083333333333333
A7R1OLLU1Z6RA,20-1,20.0,1000.0,-0.12083333333333335,0.8083333333333335,0.13125,0.2979166666666666
AC7CDW53I98JT,20-1,20.0,1000.0,-0.020833333333333322,0.5499999999999999,0.035416666666666645,0.3604166666666667
AEJU0MCYOQC77,20-1,20.0,1000.0,-0.019444444444444438,0.4916666666666666,-0.005555555555555558,0.3777777777777778
AHU3EE2Q05E18,20-1,20.0,1000.0,-0.022916666666666675,0.43125,0.016666666666666663,0.2833333333333334
AJD90361AJO80,20-1,20.0,1000.0,0.014583333333333337,0.34375000000000006,0.004166666666666647,0.3208333333333334
AK52RXEJKR81A,20-1,20.0,1000.0,-0.05277777777777777,0.575,0.02500000000000001,0.33611111111111114
AMJAZPJBO936R,20-1,20.0,1000.0,-0.02291666666666664,0.8187499999999999,0.03749999999999999,0.43750000000000006
AOQZVAH5FSKGE,20-1,20.0,1000.0,0.018750000000000003,0.26875,0.004166666666666668,0.325
AQCJI23U1VBYD,20-1,20.0,1000.0,-0.002083333333333326,0.4604166666666667,0.010416666666666675,0.3729166666666667
AQPFTUIJ0PW2N,20-1,20.0,1000.0,-0.022222222222222223,0.2722222222222222,0.002777777777777782,0.1416666666666666
AXFCUZ1WQC2WY,20-1,20.0,1000.0,-0.05833333333333334,0.5805555555555556,0.04444444444444447,0.20555555555555544
AY7M9MOLNXIIK,20-1,20.0,1000.0,-0.04375000000000001,0.46041666666666675,0.020833333333333343,0.24999999999999997
AZZA3J049G7R5,20-1,20.0,1000.0,-0.04166666666666668,0.7666666666666666,0.04999999999999997,0.55
A102RSV009OCUW,15-2,15.0,2000.0,0.004166666666666663,0.6125,0.03125000000000002,0.54375
A11BHGAKU0RIH8,15-2,15.0,2000.0,0.037500000000000006,0.2041666666666667,0.06666666666666668,0.23333333333333336
A13GBA16BNTN1A,15-2,15.0,2000.0,-0.04166666666666665,0.5458333333333332,0.12916666666666665,0.125
A13THDIE8LTQ11,15-2,15.0,2000.0,-0.012499999999999995,0.4875,0.008333333333333326,0.33333333333333337
A150QX2OXHGK8P,15-2,15.0,2000.0,-0.03124999999999999,0.44375,0.0375,0.2375
A151XA53WYXVD7,15-2,15.0,2000.0,-0.041666666666666664,0.7416666666666667,-0.008333333333333326,0.6041666666666667
A1618RA11ZOD8Y,15-2,15.0,2000.0,-0.022916666666666665,0.7729166666666666,0.004166666666666686,0.7
A19X8IA9EKC3XH,15-2,15.0,2000.0,-0.11875000000000001,1.0479166666666666,0.05625000000000002,0.63125
A1CFMY4CEYOM8Y,15-2,15.0,2000.0,-0.035416666666666666,0.20208333333333334,0.20625000000000002,-0.10208333333333341
A1E0K2VGY2684V,15-2,15.0,2000.0,0.02916666666666667,0.22916666666666663,0.03125,0.27291666666666664
A1NQOR4RQJJDMW,15-2,15.0,2000.0,-0.052083333333333315,0.7770833333333333,0.045833333333333316,0.6291666666666668
A1PZIN8H1VI6SY,15-2,15.0,2000.0,0.011111111111111112,0.4722222222222223,-0.01944444444444442,0.5972222222222221
A1QRIZY9WJW3R1,15-2,15.0,2000.0,-0.004166666666666686,0.5750000000000001,0.027083333333333317,0.47291666666666665
