subject,strategy,condition,l_length,pres_rate,tcl_h1,tcl_h2,tcl_delta
A10HW8JXM17XLD,rec,10-2,10.0,2000.0,0.7328098695286196,0.49692760942760944,-0.2358822601010101
A12K1ADYMRSWMJ,prim,10-2,10.0,2000.0,0.9486137192145376,0.8926959325396825,-0.05591778667485514
A14E4ISXVJVY6F,prim,10-2,10.0,2000.0,0.9727994227994228,0.9666164622414624,-0.00618296055796054
A169XTOCOMO1MV,ns,10-2,10.0,2000.0,0.7822452128999748,0.728966049382716,-0.05327916351725876
A18NXRDHQ0ZSOY,ns,10-2,10.0,2000.0,0.7604352678571428,0.6297089120370369,-0.1307263558201058
A1969Q0R4Y0E3J,rec,10-2,10.0,2000.0,0.7011023553992304,0.5537001337782588,-0.1474022216209716
A1AKL5YH9NLD2V,ns,10-2,10.0,2000.0,0.9192884950697451,0.6907354797979798,-0.22855301527176525
A1ARWNTZHGFG8Y,prim,10-2,10.0,2000.0,0.807054722930839,0.696969246031746,-0.11008547689909297
A1F0R1MSPTXHHV,ns,10-2,10.0,2000.0,0.6174107142857143,0.7332341269841269,0.11582341269841268
A1GRPIBHW72HDU,rec,10-2,10.0,2000.0,0.8372623181216932,0.539380787037037,-0.2978815310846561
A1I9RLJQ0BYN21,prim,10-2,10.0,2000.0,0.8553757440476191,0.7162615740740741,-0.139114169973545
A1NG504QI5LI62,prim,10-2,10.0,2000.0,0.9511422821969697,0.9264813311688312,-0.024660951028138537
A1NQ2A0UDW719R,prim,10-2,10.0,2000.0,0.8854166666666667,0.840625,-0.044791666666666674
A1P00XZZG7EEEM,prim,10-2,10.0,2000.0,0.8388392857142857,0.8049107142857144,-0.03392857142857142
A1RFDB2WUV7QRO,ns,10-2,10.0,2000.0,0.8447916666666667,0.5530555555555556,-0.29173611111111114
A1V2H0UF94ATWY,rec,10-2,10.0,2000.0,0.8796626984126983,0.6402690972222222,-0.2393936011904762
A1W7T8V97ZPUH0,prim,10-2,10.0,2000.0,0.7471729143046107,0.681140695861678,-0.06603221844293271
A1WJIRT360P5VB,rec,10-2,10.0,2000.0,0.9217002615440115,0.6989188762626262,-0.22278138528138527
A1WPGNK8Y65BV3,ns,10-2,10.0,2000.0,0.8070842352092352,0.5656398809523809,-0.2414443542568543
A1XMGLCK09Z0DW,ns,10-2,10.0,2000.0,0.3881888640873016,0.47828844246031743,0.09009957837301585
A1YA2FCN3KEK36,prim,10-2,10.0,2000.0,0.9379369803476946,0.8238260582010581,-0.11411092214663643
A20GD3EBBTBYY2,rec,10-2,10.0,2000.0,0.7497733902588813,0.7786568562610229,0.028883466002141596
A24BRTWG07T53Z,prim,10-2,10.0,2000.0,0.7372849589646465,0.706724800084175,-0.030560158880471398
A27QXQ22F9ODSP,prim,10-2,10.0,2000.0,0.7916111583522298,0.7515115189594357,-0.040099639392794165
A27T2Z568L69U1,prim,10-2,10.0,2000.0,0.8716819019274377,0.8489962121212121,-0.022685689806225533
A282UM3NAIM0YO,ns,10-2,10.0,2000.0,0.6985809948979592,0.629375,-0.0692059948979592
A2BREH6STESM0G,rec,10-2,10.0,2000.0,0.7257998511904762,0.744437003968254,0.018637152777777763
A2FLBMZ38IZ2SQ,prim,10-2,10.0,2000.0,0.9626087887806638,0.8868144991582492,-0.07579428962241462
A2FM1N5AOMVTGL,prim,10-2,10.0,2000.0,0.9236731150793651,0.8949590773809524,-0.028714037698412704
A2FYFCD16Z3PCC,rec,10-2,10.0,2000.0,0.7625768473424723,0.6757395006613756,-0.08683734668109669
A2H8PEGI28NKZD,ns,10-2,10.0,2000.0,0.7770711204304954,0.7363405257936508,-0.04073059463684464
A2I6ZALE49CVSC,prim,10-2,10.0,2000.0,0.8900519330206831,0.43471783810325476,-0.45533409491742827
A2KPEUCEE2M05G,prim,10-2,10.0,2000.0,0.7198206018518518,0.682175925925926,-0.03764467592592594
A2LJ1FRUYGW469,ns,10-2,10.0,2000.0,0.7706941438191439,0.8307503858024692,0.060056241983325306
A2M183CETUMR96,rec,10-2,10.0,2000.0,0.8605427414021165,0.656958912037037,-0.20358382936507938
A2MUOD1JHWJ735,ns,10-2,10.0,2000.0,0.7942446225649351,0.6753708964646464,-0.11887372610028862
A2NXMRPHG86N2T,ns,10-2,10.0,2000.0,0.7739714856902358,0.6440451388888888,-0.1299263468013468
A2PQDK3MLDFXYM,rec,10-2,10.0,2000.0,0.8693853527837903,0.6435395622895623,-0.22584579049422804
A2QRJKXTK4JDD8,ns,10-2,10.0,2000.0,0.928999255952381,0.8916927083333334,-0.03730654761904763
A2R970Q1Q2A6DJ,prim,10-2,10.0,2000.0,0.8038637329931972,0.7645006613756613,-0.03936307161753591
A2VIKZ73Y5ABHM,ns,10-2,10.0,2000.0,0.6770307708784271,0.7910661300505051,0.11403535917207791
A2WYZLG8J526TQ,prim,10-2,10.0,2000.0,0.9089230599647267,0.8135030864197531,-0.09541997354497356
A33X52IN60MSOE,rec,10-2,10.0,2000.0,0.7413104256854257,0.36991161616161616,-0.37139880952380955
A348NEQKS6VNIB,rec,10-2,10.0,2000.0,0.6076862373737373,0.6700789141414142,0.06239267676767677
A349BBTU7L597J,prim,10-2,10.0,2000.0,0.8609002976190476,0.7898809523809524,-0.07101934523809525
A3C8JI69WPTKWH,rec,10-2,10.0,2000.0,0.748830191798942,0.5800347222222223,-0.1687954695767196
A3CE7DTHIB76UK,ns,10-2,10.0,2000.0,0.8303808618354749,0.7385331927910053,-0.09184766904446964
A3G55RJTW3BSGM,ns,10-2,10.0,2000.0,0.7930504825036074,0.7006628787878788,-0.09238760371572871
A3GC5Q5CLI4NWZ,prim,10-2,10.0,2000.0,0.9678158068783069,0.9263516865079365,-0.04146412037037037
A3J55BJGV95JKH,ns,10-2,10.0,2000.0,0.9026284045815296,0.85627405002405,-0.04635435455747955
A3MJQ51KN9CMQ4,prim,10-2,10.0,2000.0,0.750055114638448,0.7305594135802469,-0.019495701058201066
A3MOL1L9V4BUGH,ns,10-2,10.0,2000.0,0.806969246031746,0.6815165043290043,-0.1254527417027417
A3NAONPCTVT6P1,rec,10-2,10.0,2000.0,0.7855281047077922,0.7724067685786435,-0.013121336129148632
A3PJY7THMUIR4M,ns,10-2,10.0,2000.0,0.693307705026455,0.6370306069958848,-0.05627709803057026
A3VV3MW68CALXS,prim,10-2,10.0,2000.0,0.9864583333333333,0.8955555555555554,-0.0909027777777778
A489K1IFOM4JW,prim,10-2,10.0,2000.0,0.9368824404761905,0.8847784391534391,-0.05210400132275133
A49HPQ9P5AHU4,rec,10-2,10.0,2000.0,0.8358982308201057,0.6260416666666666,-0.20985656415343917
A55MEA9LQASZH,rec,10-2,10.0,2000.0,0.6031605113636364,0.8026464045214045,0.19948589315776816
A5P12YJP805RG,rec,10-2,10.0,2000.0,0.7582919973544974,0.6618551587301588,-0.09643683862433863
A5TWD5QD99GZY,rec,10-2,10.0,2000.0,0.8393570188492063,0.6390769675925926,-0.20028005125661374
A63UHNWYOV5LE,ns,10-2,10.0,2000.0,0.8157517636684304,0.7182539682539683,-0.09749779541446207
AEP8U373W5Q54,prim,10-2,10.0,2000.0,0.9723903218694885,0.9249016203703704,-0.047488701499118165
AK2PMO5I7OCEK,prim,10-2,10.0,2000.0,0.9233809448653199,0.8354498106060606,-0.08793113425925929
AKNU5D6QK7M72,prim,10-2,10.0,2000.0,0.9331528328924162,0.8210686728395061,-0.11208416005291005
AO5FQ7GY8DTR8,prim,10-2,10.0,2000.0,0.9609375,0.9608796296296296,-5.7870370370379995e-05
ARIWYNIH12MLF,rec,10-2,10.0,2000.0,0.8260799963924964,0.6818299062049062,-0.14425009018759022
AS4FVWL91C6HR,prim,10-2,10.0,2000.0,0.936303726035869,0.7569376803751804,-0.17936604566068853
AWJKR5GA7BS7V,ns,10-2,10.0,2000.0,0.6970926088764631,0.8025180500440917,0.10542544116762866
AZ69TBTDH7AZS,rec,10-2,10.0,2000.0,0.9111060380591631,0.7237005471380472,-0.18740549092111594
AZ8NNCT4AODDN,prim,10-2,10.0,2000.0,0.8040674603174603,0.8864583333333333,0.08239087301587301
A10JXOU89D5RXR,ns,20-1,20.0,1000.0,0.7314945362938623,0.585287566479495,-0.14620696981436734
A111FTKAAJ5UMC,prim,20-1,20.0,1000.0,0.9321432089351055,0.8805135552140761,-0.05162965372102933
A11EZAV2HRYKD5,prim,20-1,20.0,1000.0,0.956334164248369,0.9376645669308344,-0.018669597317534453
A157L6Z8QU3SDE,rec,20-1,20.0,1000.0,0.8513601036479407,0.6999925681956931,-0.15136753545224746
A16GIPTDMJAFTK,ns,20-1,20.0,1000.0,0.8881279764115242,0.838008035569136,-0.050119940842388196
A17R7WX5B0CKK6,rec,20-1,20.0,1000.0,0.8312049637198994,0.7723250931367814,-0.05887987058311792
A17WB66BXX4R0J,prim,20-1,20.0,1000.0,0.9248446669808497,0.8502064480874642,-0.07463821889338546
A19QRXLWV5GKXN,rec,20-1,20.0,1000.0,0.6457518042246009,0.724468754668802,0.07871695044420113
A1CKIYN01NV9GJ,ns,20-1,20.0,1000.0,0.7417243479181796,0.7726741044449378,0.030949756526758177
A1HLDOM6JTYYI2,prim,20-1,20.0,1000.0,0.8095252076525055,0.6123868047199013,-0.19713840293260412
A1HR8IRDC07FO9,prim,20-1,20.0,1000.0,0.8632250808704164,0.7917925554079882,-0.0714325254624281
A1J6CZ176U6GDT,rec,20-1,20.0,1000.0,0.7920594229460433,0.818292365890783,0.026232942944739893
A1J9VZ372FV2QZ,rec,20-1,20.0,1000.0,0.7915386773699864,0.8585061703755901,0.06696749300560358
A1JI19KPIVNL3Y,ns,20-1,20.0,1000.0,0.8059734072237901,0.6829882303355316,-0.12298517688825872
A1KH9VI2D0V43B,prim,20-1,20.0,1000.0,0.9510004351471877,0.8919072779598348,-0.05909315718735281
A1LJ4WAEDGELVL,rec,20-1,20.0,1000.0,0.7265505855119825,0.5825070401242276,-0.14404354538775493
A1OOCYEFLAJD98,ns,20-1,20.0,1000.0,0.9402108424833608,0.6401751990293657,-0.3000356434539952
A1OW27AZS122X2,ns,20-1,20.0,1000.0,0.7078134026127285,0.6396578674508362,-0.0681555351618924
A1R5JNC2LO6X1S,prim,20-1,20.0,1000.0,0.968762209866464,0.9467252013381557,-0.0220370085283084
A1SUTNVLSFPXFK,ns,20-1,20.0,1000.0,0.9374473006795311,0.890069897791252,-0.04737740288827909
A1V91Z2CQKMR55,rec,20-1,20.0,1000.0,0.9057942321499307,0.631173218376803,-0.27462101377312775
A1YFL5HXPZ7MVV,ns,20-1,20.0,1000.0,0.755056800252368,0.7375380913804209,-0.017518708871947127
A22UMPYYQBXT0F,rec,20-1,20.0,1000.0,0.868738704446425,0.6398032465645058,-0.22893545788191927
A26M997VYVK0E6,prim,20-1,20.0,1000.0,0.9187351869456613,0.8675819820152657,-0.05115320493039548
A277V4SHQB8JRS,rec,20-1,20.0,1000.0,0.8673352266699058,0.7537243297101929,-0.11361089695971306
A2E5PV1BHNG67N,ns,20-1,20.0,1000.0,0.6634117622743543,0.7494469642825079,0.08603520200815368
A2FQVRBXJZQAWT,prim,20-1,20.0,1000.0,0.9346622968340406,0.8959083504078094,-0.03875394642623124
A2GM1ZIBRBHBK7,ns,20-1,20.0,1000.0,0.814390328943025,0.80701149519394,-0.0073788337490849724
A2ONILC0LZKG6Y,rec,20-1,20.0,1000.0,0.7147467364349587,0.5620980898854783,-0.15264864654948035
A2QX1SJXQN1NV1,prim,20-1,20.0,1000.0,0.7795215482026143,0.797399658781782,0.017878110579167578
A2QY653X9531JP,ns,20-1,20.0,1000.0,0.5969520508048899,0.5635954069858405,-0.03335664381904934
A2RBF3IIJP15IH,rec,20-1,20.0,1000.0,0.810252064490218,0.7772989693562611,-0.03295309513395708
A2RWLFIP23FZA7,prim,20-1,20.0,1000.0,0.77371062999765,0.7375093292722248,-0.03620130072542523
A2SBZCFAVT83GN,rec,20-1,20.0,1000.0,0.8347504856670502,0.5910655835466442,-0.24368490212040603
A2SQGKP2REXOTN,prim,20-1,20.0,1000.0,0.910953764221738,0.8372395043984096,-0.07371425982332842
A2SQTRNQWDLU4F,ns,20-1,20.0,1000.0,0.8983554359243697,0.825391142215919,-0.07296429370845073
A2SWQM5X54P1O5,ns,20-1,20.0,1000.0,0.8104770820365184,0.5759631167443667,-0.2345139652921516
A2TG5ESEOPXAHI,prim,20-1,20.0,1000.0,0.9442849596702998,0.8962986276702795,-0.04798633200002027
A2V6E7SGEU0EFD,ns,20-1,20.0,1000.0,0.8583658428649237,0.6491819024436212,-0.2091839404213026
A2VXT33Y2TQPOQ,prim,20-1,20.0,1000.0,0.9232868413717576,0.9063280534959602,-0.016958787875797375
A2XDWB9NVYI3LQ,rec,20-1,20.0,1000.0,0.6947351809165024,0.7019018768172414,0.007166695900739013
A3026HLELYNW7U,rec,20-1,20.0,1000.0,0.7324915795904285,0.7133888846017499,-0.01910269498867863
A351P2O6QGTCS,rec,20-1,20.0,1000.0,0.8609503884217937,0.6074023350235842,-0.25354805339820935
A39R5EBK7W916X,ns,20-1,20.0,1000.0,0.8245307961147422,0.7931352704008954,-0.031395525713846795
A3D9PJ37U7LCHE,ns,20-1,20.0,1000.0,0.7594436740552702,0.7775972317272868,0.018153557672016638
A3EVXSWHYA1PTT,rec,20-1,20.0,1000.0,0.829633033805285,0.7753928225873403,-0.05424021121794467
A3GIUDSA1IGTFV,ns,20-1,20.0,1000.0,0.7760906665313324,0.8469543871369342,0.07086372060560174
A3HXK0UGS1YDMC,prim,20-1,20.0,1000.0,0.8648401172662177,0.7909488815598024,-0.0738912357064153
A3ITZNJQUTIZ4C,rec,20-1,20.0,1000.0,0.8384699811637617,0.5454228063603064,-0.29304717480345543
A3MHP4LZ3V88NF,prim,20-1,20.0,1000.0,0.9107885838245717,0.8823308156039487,-0.028457768220622934
A3NRIEMOJVVX4A,rec,20-1,20.0,1000.0,0.8782981469102793,0.6643297781670944,-0.21396836874318492
A3PEV3KN6F7JRG,ns,20-1,20.0,1000.0,0.7553882664176781,0.7414847429356357,-0.013903523482042348
A3QKOYP52HYRH2,rec,20-1,20.0,1000.0,0.718499685250298,0.6807487219145092,-0.03775096333578873
A3RFOODI4G4P4K,rec,20-1,20.0,1000.0,0.8400102839463615,0.6935498719016373,-0.14646041204472418
A3RHJEMZ4EGY2U,rec,20-1,20.0,1000.0,0.611547908337124,0.5810995052401302,-0.030448403096993794
A3S76P3L3USWI1,prim,20-1,20.0,1000.0,0.8788963918900894,0.8515125669841072,-0.027383824905982224
A3USPFFWN1G5PF,rec,20-1,20.0,1000.0,0.7732640165441177,0.6050852788364277,-0.16817873770768993
A50UY1556VDIA,ns,20-1,20.0,1000.0,0.7906170570079883,0.7156075187152853,-0.07500953829270311
A7R1OLLU1Z6RA,rec,20-1,20.0,1000.0,0.8079912586392367,0.682103823768123,-0.1258874348711136
AEJU0MCYOQC77,prim,20-1,20.0,1000.0,0.8349465473478954,0.8644167777986852,0.02947023045078973
AHU3EE2Q05E18,prim,20-1,20.0,1000.0,0.8856191065836057,0.8154255407874105,-0.07019356579619511
AJD90361AJO80,ns,20-1,20.0,1000.0,0.6927877761479171,0.6898764046813011,-0.002911371466616014
AK52RXEJKR81A,ns,20-1,20.0,1000.0,0.8541731622853966,0.7989034781155994,-0.05526968416979744
AMJAZPJBO936R,prim,20-1,20.0,1000.0,0.874085032465662,0.8554952626325394,-0.01858976983312265
AOQZVAH5FSKGE,prim,20-1,20.0,1000.0,0.8649485488639901,0.8456698400805543,-0.019278708783435683
AQCJI23U1VBYD,prim,20-1,20.0,1000.0,0.9205798277065456,0.9143208881624717,-0.006258939544073892
AQPFTUIJ0PW2N,prim,20-1,20.0,1000.0,0.7162114845938374,0.7411823062558357,0.02497082166199816
AXFCUZ1WQC2WY,ns,20-1,20.0,1000.0,0.7938858266370522,0.8144896103175324,0.02060378368048026
AY7M9MOLNXIIK,ns,20-1,20.0,1000.0,0.9067277142338417,0.7941031920570611,-0.11262452217678057
AZZA3J049G7R5,rec,20-1,20.0,1000.0,0.820834768090819,0.7934242876281568,-0.027410480462662284
A102RSV009OCUW,prim,15-2,15.0,2000.0,0.9357076983412211,0.9046214130152623,-0.03108628532595886
A11BHGAKU0RIH8,rec,15-2,15.0,2000.0,0.8539284403867737,0.8461260505184116,-0.00780238986836209
A13GBA16BNTN1A,rec,15-2,15.0,2000.0,0.7430586642944598,0.6424102474055126,-0.1006484168889472
A13THDIE8LTQ11,ns,15-2,15.0,2000.0,0.7932206344966762,0.8064004247584976,0.013179790261821495
A150QX2OXHGK8P,rec,15-2,15.0,2000.0,0.7085713931831356,0.670659130623732,-0.037912262559403616
A151XA53WYXVD7,prim,15-2,15.0,2000.0,0.7997596153846154,0.814276429551389,0.014516814166773553
A1618RA11ZOD8Y,rec,15-2,15.0,2000.0,0.7251232367219921,0.6988695853446598,-0.026253651377332383
A19X8IA9EKC3XH,ns,15-2,15.0,2000.0,0.8589667103729605,0.6990756097683182,-0.15989110060464232
A1CFMY4CEYOM8Y,rec,15-2,15.0,2000.0,0.641696656931032,0.6466666416145583,0.004969984683526343
A1E0K2VGY2684V,ns,15-2,15.0,2000.0,0.8134081682206682,0.7658444464486132,-0.04756372177205509
A1NQOR4RQJJDMW,ns,15-2,15.0,2000.0,0.9110791340218423,0.7775024801587301,-0.13357665386311218
A1PZIN8H1VI6SY,prim,15-2,15.0,2000.0,0.9082048633184997,0.9387869268077601,0.030582063489260455
A1QRIZY9WJW3R1,prim,15-2,15.0,2000.0,0.9276052942743285,0.8612083195546737,-0.06639697471965467
A1QXJZFA5NVGM3,prim,15-2,15.0,2000.0,0.9465681729886275,0.9476990276138004,0.0011308546251728117
A1ROEDVMTO9Y3X,ns,15-2,15.0,2000.0,0.8505953694874149,0.8123178808512614,-0.038277488636153434
A1SCF3L6LTFQHF,prim,15-2,15.0,2000.0,0.9786069391467118,0.960782786312413,-0.01782415283429894
A1T7EB1WEDCMXV,ns,15-2,15.0,2000.0,0.7931219648407148,0.7136672278338946,-0.07945473700682038
A1TR2AOKWGQ78A,ns,15-2,15.0,2000.0,0.7769448144448146,0.7808041583636821,0.0038593439188677296
A1UOP419O6P55R,prim,15-2,15.0,2000.0,0.9518974437459287,0.9465515457866648,-0.005345897959263768
A1WM3INNDW2776,ns,15-2,15.0,2000.0,0.8094477794406771,0.7008307905443322,-0.10861698889634498
A1Z82Y9E6YWY80,ns,15-2,15.0,2000.0,0.9296907375032375,0.6999234658088824,-0.22976727169435504
A2113B699TVADG,prim,15-2,15.0,2000.0,0.9685298093110594,0.9168804738856824,-0.05164933542537711
A219SZBLCCCXN9,prim,15-2,15.0,2000.0,0.7558862591533047,0.7214022392225179,-0.034484019930786765
A22GYYJXTS5KBH,ns,15-2,15.0,2000.0,0.8226439805985261,0.6709224163532875,-0.1517215642452385
A22Y78RVB8UFTD,ns,15-2,15.0,2000.0,0.7634777259777259,0.7116351385882635,-0.05184258738946239
A233LLG8YAXWF,rec,15-2,15.0,2000.0,0.7896624498186999,0.571957671957672,-0.2177047778610279
A24GX1OZE6AY04,ns,15-2,15.0,2000.0,0.8067854340324578,0.6557833167989418,-0.1510021172335161
A26MT7KJ7NJLRN,ns,15-2,15.0,2000.0,0.643173420907796,0.5251193357182941,-0.11805408518950189
A26T0U2Y6LZOF3,rec,15-2,15.0,2000.0,0.6762286324786324,0.7330606661856662,0.0568320337070337
A29J4LL0MQL3AC,prim,15-2,15.0,2000.0,0.9488479197570107,0.917302315634702,-0.031545604122308696
A2G4R0GS677RC2,rec,15-2,15.0,2000.0,0.8598970473970475,0.8636126893939394,0.0037156419968919496
A2IV3SSVTU90BN,ns,15-2,15.0,2000.0,0.670882081670434,0.6848494857940881,0.013967404123654104
A2KZN3UH5NGC9,rec,15-2,15.0,2000.0,0.6872447147759648,0.6848011479949725,-0.00244356678099239
A2MBFIAGBPU5NG,prim,15-2,15.0,2000.0,0.828863514957265,0.7785590428090429,-0.05030447214822216
A2O86E23R5T4YO,prim,15-2,15.0,2000.0,0.9662912030099531,0.9395337373164754,-0.026757465693477638
A2PTABUVOUYAH5,ns,15-2,15.0,2000.0,0.7460309222027972,0.7594458974667309,0.013414975263933582
A2R75YFKVALBXE,rec,15-2,15.0,2000.0,0.8059274637399638,0.5346114919031586,-0.2713159718368052
A2RU1Q3C9VHBAO,prim,15-2,15.0,2000.0,0.8635095741800287,0.8067857633650721,-0.05672381081495667
A2RVG8Y97DE0GM,prim,15-2,15.0,2000.0,0.9606237013197241,0.9687460690422226,0.00812236772249849
A2UJ9GDNVPX99C,prim,15-2,15.0,2000.0,0.9435879589160839,0.897860262262172,-0.04572769665391196
A2UYZFH5VT5R3H,rec,15-2,15.0,2000.0,0.8277278724011679,0.5746635706815632,-0.2530643017196048
A2Y8LZS5C81O25,prim,15-2,15.0,2000.0,0.8546205057568694,0.7918479915496961,-0.06277251420717331
A30NL5N71G2YAU,ns,15-2,15.0,2000.0,0.8188627202973793,0.827640505189105,0.00877778489172564
A310Y949ILSN3P,prim,15-2,15.0,2000.0,0.9726637569606319,0.9363582802228636,-0.03630547673776842
A31P78W9ZCQXCS,ns,15-2,15.0,2000.0,0.7872763087606838,0.7194065307625576,-0.06786977799812623
A347RDI3HZOUCY,prim,15-2,15.0,2000.0,0.9431414281215418,0.9136697016157244,-0.029471726505817423
A34HQHGLIW1FYS,ns,15-2,15.0,2000.0,0.7964497247222941,0.791501788967264,-0.004947935755030129
A34IPEKX5WXJIN,prim,15-2,15.0,2000.0,0.8625065909469319,0.8213383028257217,-0.0411682881212102
A34YNEN8UUI3CD,ns,15-2,15.0,2000.0,0.7502039627039626,0.627240546700774,-0.12296341600318877
A35VI4SE31HD17,prim,15-2,15.0,2000.0,0.9403589466089467,0.8048086376806615,-0.13555030892828515
A36S0DI86PL4J6,prim,15-2,15.0,2000.0,0.910780220498497,0.9385126181206911,0.02773239762219401
A384KX8MUIJSTJ,ns,15-2,15.0,2000.0,0.8187349617974619,0.7700868024240419,-0.0486481593734198
A38DHLB88V8DL8,rec,15-2,15.0,2000.0,0.8104233575066909,0.8040840143927942,-0.006339343113896679
A3AWQ3AACIPXM2,ns,15-2,15.0,2000.0,0.9583333333333334,0.6732954545454546,-0.2850378787878788
A3BA2WMGN6KHUU,ns,15-2,15.0,2000.0,0.8722195050320051,0.9027639669083122,0.030544461876307098
A3BN69Q9D7RQGR,ns,15-2,15.0,2000.0,0.5246309246309245,0.7666621572871573,0.24203123265623264
A3C25IBTLB60RQ,prim,15-2,15.0,2000.0,0.8870186237373738,0.9152647569444445,0.028246133207070707
A3FOKP72T5I4FR,ns,15-2,15.0,2000.0,0.692618762410429,0.6957644901394902,0.0031457277290610694
A3HBB9JT9WVZS4,ns,15-2,15.0,2000.0,0.7925599636667345,0.7393484487018713,-0.05321151496486322
A3HOPYBWSR1TWR,prim,15-2,15.0,2000.0,0.9140331539952753,0.8457358411556644,-0.06829731283961082
A3IBDJ12CRTQQN,prim,15-2,15.0,2000.0,0.9362944725028058,0.8804383659678798,-0.05585610653492599
A3IHTJXHWPQ2JR,rec,15-2,15.0,2000.0,0.8877533953315203,0.8022112022769264,-0.08554219305459386
A3MWLHSW9B9RHU,prim,15-2,15.0,2000.0,0.9768188513927151,0.9529006645510975,-0.023918186841617593
A3ORKXM3WG8QJ9,prim,15-2,15.0,2000.0,0.9757622554213463,0.9404020316804409,-0.035360223740905555
A3P52W1SBJUT5N,ns,15-2,15.0,2000.0,0.7679920931341386,0.6529199667125803,-0.11507212642155826
A3U27ZHUGOPIAN,prim,15-2,15.0,2000.0,0.6628424637669429,0.7587876702290764,0.09594520646213354
A3UA50A6GKNAMR,prim,15-2,15.0,2000.0,0.7728100516381766,0.759132748497828,-0.01367730314034878
A3UE8ANAIM7F15,ns,15-2,15.0,2000.0,0.7968827921692505,0.790640597323385,-0.006242194845865488
A3UGB3B1S74HR9,prim,15-2,15.0,2000.0,0.9214515952797203,0.8781009416252472,-0.04335065365447313
A3UUW04QL49RSC,prim,15-2,15.0,2000.0,0.9464794802034386,0.9013263890976564,-0.045153091105782084
A6HDSE80LQPR8,rec,15-2,15.0,2000.0,0.7788443327505827,0.5538584956709958,-0.22498583707958708
AAOOH6P4HHSCS,prim,15-2,15.0,2000.0,0.9203965797985685,0.8930300337201378,-0.027366546078430587
ADGJXUEMPLTMS,prim,15-2,15.0,2000.0,0.8269927988677989,0.7768439640165831,-0.05014883485121584
AEF1G6YE8RIB8,prim,15-2,15.0,2000.0,0.875150462962963,0.8476030205327081,-0.027547442430254955
AERGHZBQFT309,ns,15-2,15.0,2000.0,0.8897076736920487,0.5919333776755652,-0.29777429601648353
AESZJEZTZEW01,ns,15-2,15.0,2000.0,0.8900736763236763,0.6112461777640349,-0.27882749855964145
AEX1I7K7OVHHC,rec,15-2,15.0,2000.0,0.8411192048692048,0.8874252044252043,0.04630599955599956
AEXRVIK8SKB4V,prim,15-2,15.0,2000.0,0.9626351657601658,0.8614188762626263,-0.1012162894975395
AF0W4ZBY7VXOU,rec,15-2,15.0,2000.0,0.6475080937580938,0.6022936207311207,-0.045214473026973054
AFZGUWYLC0NG0,ns,15-2,15.0,2000.0,0.7340556337952171,0.75890681784779,0.024851184052572924
AGANKP4PUZ4NC,prim,15-2,15.0,2000.0,0.7474348182681516,0.7013108933247821,-0.04612392494336939
AHY3YAYJLTW32,rec,15-2,15.0,2000.0,0.9087792994042994,0.48416697355499444,-0.424612325849305
AL9SYQEUTNJXT,prim,15-2,15.0,2000.0,0.9286009129759131,0.9046566211887392,-0.023944291787173746
ALDQRWYZ8KQ9A,rec,15-2,15.0,2000.0,0.807834778619749,0.6705524947247418,-0.1372822838950071
AM65LGXJBTJ0I,ns,15-2,15.0,2000.0,0.7031720909561819,0.7396932665398575,0.03652117558367557
AOIR8V07FYMH5,rec,15-2,15.0,2000.0,0.7405411284317535,0.6273339620273806,-0.11320716640437287
AR0VJ5XRG16UJ,rec,15-2,15.0,2000.0,0.703855974272641,0.7680923946809364,0.06423642040829537
