subject,strategy,condition,l_length,pres_rate,r1_label,tcl
A169XTOCOMO1MV,ns,10-2,10.0,2000.0,tcl_prim,0.7668588199168557
A18NXRDHQ0ZSOY,ns,10-2,10.0,2000.0,tcl_prim,0.7984512786596122
A1AKL5YH9NLD2V,ns,10-2,10.0,2000.0,tcl_prim,0.7731983418367347
A1F0R1MSPTXHHV,ns,10-2,10.0,2000.0,tcl_prim,0.7513833085317461
A1RFDB2WUV7QRO,ns,10-2,10.0,2000.0,tcl_prim,0.6418558673469388
A1WPGNK8Y65BV3,ns,10-2,10.0,2000.0,tcl_prim,0.724865520282187
A1XMGLCK09Z0DW,ns,10-2,10.0,2000.0,tcl_prim,0.4717287060657596
A282UM3NAIM0YO,ns,10-2,10.0,2000.0,tcl_prim,0.6390870260141094
A2H8PEGI28NKZD,ns,10-2,10.0,2000.0,tcl_prim,0.7028704018644495
A2LJ1FRUYGW469,ns,10-2,10.0,2000.0,tcl_prim,0.9157521161873841
A2MUOD1JHWJ735,ns,10-2,10.0,2000.0,tcl_prim,0.75
A2NXMRPHG86N2T,ns,10-2,10.0,2000.0,tcl_prim,0.6630353599773242
A2QRJKXTK4JDD8,ns,10-2,10.0,2000.0,tcl_prim,0.9257837301587302
A2VIKZ73Y5ABHM,ns,10-2,10.0,2000.0,tcl_prim,0.7464802118764172
A3CE7DTHIB76UK,ns,10-2,10.0,2000.0,tcl_prim,0.8385428949357521
A3G55RJTW3BSGM,ns,10-2,10.0,2000.0,tcl_prim,0.7226135912698413
A3J55BJGV95JKH,ns,10-2,10.0,2000.0,tcl_prim,0.8142996031746033
A3MOL1L9V4BUGH,ns,10-2,10.0,2000.0,tcl_prim,0.8207291666666667
A3PJY7THMUIR4M,ns,10-2,10.0,2000.0,tcl_prim,0.5555772864701436
A63UHNWYOV5LE,ns,10-2,10.0,2000.0,tcl_prim,0.7773699294532629
AWJKR5GA7BS7V,ns,10-2,10.0,2000.0,tcl_prim,0.873025352733686
A10JXOU89D5RXR,ns,20-1,20.0,1000.0,tcl_prim,0.5849092515686237
A16GIPTDMJAFTK,ns,20-1,20.0,1000.0,tcl_prim,0.8484026615237954
A1CKIYN01NV9GJ,ns,20-1,20.0,1000.0,tcl_prim,0.6874060303025639
A1JI19KPIVNL3Y,ns,20-1,20.0,1000.0,tcl_prim,0.7167823011201534
A1OW27AZS122X2,ns,20-1,20.0,1000.0,tcl_prim,0.7285446485854983
A1SUTNVLSFPXFK,ns,20-1,20.0,1000.0,tcl_prim,0.9244663758487726
A1YFL5HXPZ7MVV,ns,20-1,20.0,1000.0,tcl_prim,0.6686171583046584
A2E5PV1BHNG67N,ns,20-1,20.0,1000.0,tcl_prim,0.7998905161423544
A2GM1ZIBRBHBK7,ns,20-1,20.0,1000.0,tcl_prim,0.8100691647767166
A2QY653X9531JP,ns,20-1,20.0,1000.0,tcl_prim,0.5645379274961733
A2SQTRNQWDLU4F,ns,20-1,20.0,1000.0,tcl_prim,0.8460155794867804
A39R5EBK7W916X,ns,20-1,20.0,1000.0,tcl_prim,0.8674433508446113
A3D9PJ37U7LCHE,ns,20-1,20.0,1000.0,tcl_prim,0.8530801211321701
A3GIUDSA1IGTFV,ns,20-1,20.0,1000.0,tcl_prim,0.8525323597895085
A3PEV3KN6F7JRG,ns,20-1,20.0,1000.0,tcl_prim,0.7628991179805256
A50UY1556VDIA,ns,20-1,20.0,1000.0,tcl_prim,0.7853708207820165
AJD90361AJO80,ns,20-1,20.0,1000.0,tcl_prim,0.6848007263620774
AK52RXEJKR81A,ns,20-1,20.0,1000.0,tcl_prim,0.8513553139039375
AXFCUZ1WQC2WY,ns,20-1,20.0,1000.0,tcl_prim,0.8594932389776231
AY7M9MOLNXIIK,ns,20-1,20.0,1000.0,tcl_prim,0.8050816977189089
A13THDIE8LTQ11,ns,15-2,15.0,2000.0,tcl_prim,0.8103597084132799
A19X8IA9EKC3XH,ns,15-2,15.0,2000.0,tcl_prim,0.5475369868227011
A1E0K2VGY2684V,ns,15-2,15.0,2000.0,tcl_prim,0.812489618273284
A1NQOR4RQJJDMW,ns,15-2,15.0,2000.0,tcl_prim,0.8229969705803238
A1ROEDVMTO9Y3X,ns,15-2,15.0,2000.0,tcl_prim,0.8006868697742954
A1T7EB1WEDCMXV,ns,15-2,15.0,2000.0,tcl_prim,0.826035081698347
A1TR2AOKWGQ78A,ns,15-2,15.0,2000.0,tcl_prim,0.7583447784893362
A1WM3INNDW2776,ns,15-2,15.0,2000.0,tcl_prim,0.7524751892590434
A1Z82Y9E6YWY80,ns,15-2,15.0,2000.0,tcl_prim,0.9371700692385216
A22GYYJXTS5KBH,ns,15-2,15.0,2000.0,tcl_prim,0.7732307833994342
A22Y78RVB8UFTD,ns,15-2,15.0,2000.0,tcl_prim,0.7473756892702205
A26MT7KJ7NJLRN,ns,15-2,15.0,2000.0,tcl_prim,0.5496447561821446
A2IV3SSVTU90BN,ns,15-2,15.0,2000.0,tcl_prim,0.7021764681648941
A2PTABUVOUYAH5,ns,15-2,15.0,2000.0,tcl_prim,0.625392058063189
A30NL5N71G2YAU,ns,15-2,15.0,2000.0,tcl_prim,0.845852556008806
A31P78W9ZCQXCS,ns,15-2,15.0,2000.0,tcl_prim,0.75021440805667
A34HQHGLIW1FYS,ns,15-2,15.0,2000.0,tcl_prim,0.894812289690762
A34YNEN8UUI3CD,ns,15-2,15.0,2000.0,tcl_prim,0.613679462898213
A384KX8MUIJSTJ,ns,15-2,15.0,2000.0,tcl_prim,0.8568635034139408
A3AWQ3AACIPXM2,ns,15-2,15.0,2000.0,tcl_prim,0.9583333333333334
A3BA2WMGN6KHUU,ns,15-2,15.0,2000.0,tcl_prim,0.9183247597310098
A3BN69Q9D7RQGR,ns,15-2,15.0,2000.0,tcl_prim,0.5599910506160506
A3FOKP72T5I4FR,ns,15-2,15.0,2000.0,tcl_prim,0.6913672471708185
A3HBB9JT9WVZS4,ns,15-2,15.0,2000.0,tcl_prim,0.7455215675528175
A3P52W1SBJUT5N,ns,15-2,15.0,2000.0,tcl_prim,0.8142511047979799
A3UE8ANAIM7F15,ns,15-2,15.0,2000.0,tcl_prim,0.8525312232528433
AESZJEZTZEW01,ns,15-2,15.0,2000.0,tcl_prim,0.9418595235782736
AFZGUWYLC0NG0,ns,15-2,15.0,2000.0,tcl_prim,0.7908510085593419
AM65LGXJBTJ0I,ns,15-2,15.0,2000.0,tcl_prim,0.7238120633575178
AW2UVK63OLFW,ns,15-2,15.0,2000.0,tcl_prim,0.692012132350674
A15V9BXNJXZXZX,ns,30-1,30.0,1000.0,tcl_prim,0.6652963389960784
A1AS1H21O9896X,ns,30-1,30.0,1000.0,tcl_prim,0.828484214561511
A1M1E62KXCDNL0,ns,30-1,30.0,1000.0,tcl_prim,0.6050874751810019
A28ZPY6D5AS7GZ,ns,30-1,30.0,1000.0,tcl_prim,0.7931037097035487
A2BUHMLNE3LUU0,ns,30-1,30.0,1000.0,tcl_prim,0.6626121463077984
A2K5AXCSY703CU,ns,30-1,30.0,1000.0,tcl_prim,0.8644937572559139
A2OFVEA8BEJDZN,ns,30-1,30.0,1000.0,tcl_prim,0.8145008135049279
A2P83PY6P7ECM5,ns,30-1,30.0,1000.0,tcl_prim,0.8802287980827112
A2ROI30AQITC3V,ns,30-1,30.0,1000.0,tcl_prim,0.6537241787851044
A2XMRJKCNKLL4E,ns,30-1,30.0,1000.0,tcl_prim,0.8501956145850462
A2Y0VM8BAF0RMT,ns,30-1,30.0,1000.0,tcl_prim,0.7309399431416193
A31SZFE8M7YK0S,ns,30-1,30.0,1000.0,tcl_prim,0.8867977012800271
A389Y151TAJ4XG,ns,30-1,30.0,1000.0,tcl_prim,0.8317142712035334
A3RVHUY67SVXQV,ns,30-1,30.0,1000.0,tcl_prim,0.8409908471204517
A3UCN8EJI08X2P,ns,30-1,30.0,1000.0,tcl_prim,0.7200314498027351
A7USTT4KU1ZBO,ns,30-1,30.0,1000.0,tcl_prim,0.70832841539559
AB5WBMZGLX57B,ns,30-1,30.0,1000.0,tcl_prim,0.6712521483997138
AGILQEFEPEK7N,ns,30-1,30.0,1000.0,tcl_prim,0.7728940701210197
AH7HACNNRSIPO,ns,30-1,30.0,1000.0,tcl_prim,0.8014197729293349
AIDU49N2KO05N,ns,30-1,30.0,1000.0,tcl_prim,0.7713968001033216
AP4B1GJIT3HYF,ns,30-1,30.0,1000.0,tcl_prim,0.7798989783087091
A12LX24NC3FP2U,ns,20-2,20.0,2000.0,tcl_prim,0.8120987769946103
A161VPQSXLLV8U,ns,20-2,20.0,2000.0,tcl_prim,0.9084595825545632
A1FM638CHGPC1M,ns,20-2,20.0,2000.0,tcl_prim,0.9022722442641329
A1J39RAV7TKEMF,ns,20-2,20.0,2000.0,tcl_prim,0.631302969407136
A1O0K8V58YRL4A,ns,20-2,20.0,2000.0,tcl_prim,0.7182545898523228
A248QG4DPULP46,ns,20-2,20.0,2000.0,tcl_prim,0.5314942339115133
A2OOS7IXSKJFFI,ns,20-2,20.0,2000.0,tcl_prim,0.7859998803328635
A2XGHLVP2C1FVA,ns,20-2,20.0,2000.0,tcl_prim,0.7567621227277437
A35S8HPY0V445,ns,20-2,20.0,2000.0,tcl_prim,0.7080706135750888
A37GOI3N77WX21,ns,20-2,20.0,2000.0,tcl_prim,0.5714923965098362
A3C4WGE4SOGM1,ns,20-2,20.0,2000.0,tcl_prim,0.93934314065379
A3I1SGVY37KR4A,ns,20-2,20.0,2000.0,tcl_prim,0.8252342040804926
A3J5HRXH4F64SP,ns,20-2,20.0,2000.0,tcl_prim,0.755957811365287
A3LXARU55PR281,ns,20-2,20.0,2000.0,tcl_prim,0.9155692743459726
A3VW5PI9ZX9DOD,ns,20-2,20.0,2000.0,tcl_prim,0.7409315697918639
A4HWADFPGP45G,ns,20-2,20.0,2000.0,tcl_prim,0.8991080273406954
AHZCC2V399WUN,ns,20-2,20.0,2000.0,tcl_prim,0.862726516533551
AXCDKBG1R43GE,ns,20-2,20.0,2000.0,tcl_prim,0.64676278634012
A102WSFN62OS6I,ns,40-1,40.0,1000.0,tcl_prim,0.8748431680971288
A1F0VEHWK3IAF4,ns,40-1,40.0,1000.0,tcl_prim,0.8595278237865748
A1HGWCCIWP7AO0,ns,40-1,40.0,1000.0,tcl_prim,0.8124855797890823
A1J5OW12TRQSOW,ns,40-1,40.0,1000.0,tcl_prim,0.8548975023384134
A1S54RQW9FDK0X,ns,40-1,40.0,1000.0,tcl_prim,0.7950847168937232
A20GJP9C5KC2ZU,ns,40-1,40.0,1000.0,tcl_prim,0.8089747614036967
A29JQ7VMQ1HKYP,ns,40-1,40.0,1000.0,tcl_prim,0.7502572092658162
A2L7RTYO4UMYDH,ns,40-1,40.0,1000.0,tcl_prim,0.9197461181620299
A2QUSCZS3RXGXE,ns,40-1,40.0,1000.0,tcl_prim,0.8925138821706375
A2UEVNT8VQD1SA,ns,40-1,40.0,1000.0,tcl_prim,0.6213456413054347
A33GZS6SU4O20M,ns,40-1,40.0,1000.0,tcl_prim,0.5980349107799856
A3BZH91MITQA5X,ns,40-1,40.0,1000.0,tcl_prim,0.9284081115221068
A3TNSJSXI464IT,ns,40-1,40.0,1000.0,tcl_prim,0.7405699882932155
AAVFHZA708CSP,ns,40-1,40.0,1000.0,tcl_prim,0.8642788444331307
ADL9KYXZGHUFO,ns,40-1,40.0,1000.0,tcl_prim,0.8556318122881277
AFLRBB974KS6D,ns,40-1,40.0,1000.0,tcl_prim,0.9550973216006372
AGB6853RIDWJ8,ns,40-1,40.0,1000.0,tcl_prim,0.8391115153907934
ANCTZADQC3D75,ns,40-1,40.0,1000.0,tcl_prim,0.9077399530279997
AXFCUZW85XUK1,ns,40-1,40.0,1000.0,tcl_prim,0.7796661016547728
A169XTOCOMO1MV,ns,10-2,10.0,2000.0,tcl_rec,0.7234799579554043
A18NXRDHQ0ZSOY,ns,10-2,10.0,2000.0,tcl_rec,0.6822620819160998
A1AKL5YH9NLD2V,ns,10-2,10.0,2000.0,tcl_rec,0.7737683531746031
A1F0R1MSPTXHHV,ns,10-2,10.0,2000.0,tcl_rec,0.6816964285714286
A1RFDB2WUV7QRO,ns,10-2,10.0,2000.0,tcl_rec,0.652687429138322
A1WPGNK8Y65BV3,ns,10-2,10.0,2000.0,tcl_rec,0.6428356105699855
A1XMGLCK09Z0DW,ns,10-2,10.0,2000.0,tcl_rec,0.47584325396825394
A282UM3NAIM0YO,ns,10-2,10.0,2000.0,tcl_rec,0.6284997844623961
A2H8PEGI28NKZD,ns,10-2,10.0,2000.0,tcl_rec,0.797886083410637
A2LJ1FRUYGW469,ns,10-2,10.0,2000.0,tcl_rec,0.7403145077475434
A2MUOD1JHWJ735,ns,10-2,10.0,2000.0,tcl_rec,0.7391856664540817
A2NXMRPHG86N2T,ns,10-2,10.0,2000.0,tcl_rec,0.7125306358654574
A2QRJKXTK4JDD8,ns,10-2,10.0,2000.0,tcl_rec,0.8863508597883598
A2VIKZ73Y5ABHM,ns,10-2,10.0,2000.0,tcl_rec,0.755494605654762
A3CE7DTHIB76UK,ns,10-2,10.0,2000.0,tcl_rec,0.7504712301587302
A3G55RJTW3BSGM,ns,10-2,10.0,2000.0,tcl_rec,0.7496724812610229
A3J55BJGV95JKH,ns,10-2,10.0,2000.0,tcl_rec,0.8289867724867724
A3MOL1L9V4BUGH,ns,10-2,10.0,2000.0,tcl_rec,0.7088098190665155
A3PJY7THMUIR4M,ns,10-2,10.0,2000.0,tcl_rec,0.6535252831842614
A63UHNWYOV5LE,ns,10-2,10.0,2000.0,tcl_rec,0.5376223544973544
AWJKR5GA7BS7V,ns,10-2,10.0,2000.0,tcl_rec,0.5199042579994961
A10JXOU89D5RXR,ns,20-1,20.0,1000.0,tcl_rec,0.6799612263585133
A16GIPTDMJAFTK,ns,20-1,20.0,1000.0,tcl_rec,0.8732290042583788
A1CKIYN01NV9GJ,ns,20-1,20.0,1000.0,tcl_rec,0.8301061949352391
A1JI19KPIVNL3Y,ns,20-1,20.0,1000.0,tcl_rec,0.6732266389036675
A1OW27AZS122X2,ns,20-1,20.0,1000.0,tcl_rec,0.6755404115797492
A1SUTNVLSFPXFK,ns,20-1,20.0,1000.0,tcl_rec,0.9376315469774417
A1YFL5HXPZ7MVV,ns,20-1,20.0,1000.0,tcl_rec,0.7755729376399997
A2E5PV1BHNG67N,ns,20-1,20.0,1000.0,tcl_rec,0.7287358629349177
A2GM1ZIBRBHBK7,ns,20-1,20.0,1000.0,tcl_rec,0.6772807217616391
A2QY653X9531JP,ns,20-1,20.0,1000.0,tcl_rec,0.5541453561643512
A2SQTRNQWDLU4F,ns,20-1,20.0,1000.0,tcl_rec,0.6299019607843137
A39R5EBK7W916X,ns,20-1,20.0,1000.0,tcl_rec,0.7956501083339318
A3D9PJ37U7LCHE,ns,20-1,20.0,1000.0,tcl_rec,0.5641408380562792
A3GIUDSA1IGTFV,ns,20-1,20.0,1000.0,tcl_rec,0.7659537038032967
A3PEV3KN6F7JRG,ns,20-1,20.0,1000.0,tcl_rec,0.5862495461147422
A50UY1556VDIA,ns,20-1,20.0,1000.0,tcl_rec,0.683336648762069
AJD90361AJO80,ns,20-1,20.0,1000.0,tcl_rec,0.6586699458563673
AK52RXEJKR81A,ns,20-1,20.0,1000.0,tcl_rec,0.8145219618727877
AXFCUZ1WQC2WY,ns,20-1,20.0,1000.0,tcl_rec,0.7914281036518113
AY7M9MOLNXIIK,ns,20-1,20.0,1000.0,tcl_rec,0.6051422339387525
A13THDIE8LTQ11,ns,15-2,15.0,2000.0,tcl_rec,0.793965747538239
A19X8IA9EKC3XH,ns,15-2,15.0,2000.0,tcl_rec,0.7361637997398071
A1E0K2VGY2684V,ns,15-2,15.0,2000.0,tcl_rec,0.7114236274454528
A1NQOR4RQJJDMW,ns,15-2,15.0,2000.0,tcl_rec,0.8488470594385773
A1ROEDVMTO9Y3X,ns,15-2,15.0,2000.0,tcl_rec,0.8201177012872088
A1T7EB1WEDCMXV,ns,15-2,15.0,2000.0,tcl_rec,0.7341713021440824
A1TR2AOKWGQ78A,ns,15-2,15.0,2000.0,tcl_rec,0.8112023115773115
A1WM3INNDW2776,ns,15-2,15.0,2000.0,tcl_rec,0.746796808270293
A1Z82Y9E6YWY80,ns,15-2,15.0,2000.0,tcl_rec,0.9124327260041546
A22GYYJXTS5KBH,ns,15-2,15.0,2000.0,tcl_rec,0.5847466246275771
A22Y78RVB8UFTD,ns,15-2,15.0,2000.0,tcl_rec,0.6236447426424043
A26MT7KJ7NJLRN,ns,15-2,15.0,2000.0,tcl_rec,0.5706653983142078
A2IV3SSVTU90BN,ns,15-2,15.0,2000.0,tcl_rec,0.5860549765623719
A2PTABUVOUYAH5,ns,15-2,15.0,2000.0,tcl_rec,0.7534901068998743
A30NL5N71G2YAU,ns,15-2,15.0,2000.0,tcl_rec,0.8276550735144486
A31P78W9ZCQXCS,ns,15-2,15.0,2000.0,tcl_rec,0.72493524993525
A34HQHGLIW1FYS,ns,15-2,15.0,2000.0,tcl_rec,0.7403017822469783
A34YNEN8UUI3CD,ns,15-2,15.0,2000.0,tcl_rec,0.6742736425281068
A384KX8MUIJSTJ,ns,15-2,15.0,2000.0,tcl_rec,0.7922798399817474
A3AWQ3AACIPXM2,ns,15-2,15.0,2000.0,tcl_rec,0.9208838383838384
A3BA2WMGN6KHUU,ns,15-2,15.0,2000.0,tcl_rec,0.8561895454082954
A3BN69Q9D7RQGR,ns,15-2,15.0,2000.0,tcl_rec,0.6153859037787609
A3FOKP72T5I4FR,ns,15-2,15.0,2000.0,tcl_rec,0.7064508547008548
A3HBB9JT9WVZS4,ns,15-2,15.0,2000.0,tcl_rec,0.7846212556933607
A3P52W1SBJUT5N,ns,15-2,15.0,2000.0,tcl_rec,0.718569692267609
A3UE8ANAIM7F15,ns,15-2,15.0,2000.0,tcl_rec,0.6850695407987075
AESZJEZTZEW01,ns,15-2,15.0,2000.0,tcl_rec,0.8246067782526116
AFZGUWYLC0NG0,ns,15-2,15.0,2000.0,tcl_rec,0.7963192045223295
AM65LGXJBTJ0I,ns,15-2,15.0,2000.0,tcl_rec,0.5148409502954957
AW2UVK63OLFW,ns,15-2,15.0,2000.0,tcl_rec,0.7522088285598331
A15V9BXNJXZXZX,ns,30-1,30.0,1000.0,tcl_rec,0.7146171037967632
A1AS1H21O9896X,ns,30-1,30.0,1000.0,tcl_rec,0.6768041742506316
A1M1E62KXCDNL0,ns,30-1,30.0,1000.0,tcl_rec,0.6499994192119154
A28ZPY6D5AS7GZ,ns,30-1,30.0,1000.0,tcl_rec,0.708812147694502
A2BUHMLNE3LUU0,ns,30-1,30.0,1000.0,tcl_rec,0.6877339841144272
A2K5AXCSY703CU,ns,30-1,30.0,1000.0,tcl_rec,0.7035377740714756
A2OFVEA8BEJDZN,ns,30-1,30.0,1000.0,tcl_rec,0.873521330782391
A2P83PY6P7ECM5,ns,30-1,30.0,1000.0,tcl_rec,0.9656994507965004
A2ROI30AQITC3V,ns,30-1,30.0,1000.0,tcl_rec,0.6102277498908993
A2XMRJKCNKLL4E,ns,30-1,30.0,1000.0,tcl_rec,0.8027370419634412
A2Y0VM8BAF0RMT,ns,30-1,30.0,1000.0,tcl_rec,0.6898583525734607
A31SZFE8M7YK0S,ns,30-1,30.0,1000.0,tcl_rec,0.8285373946191593
A389Y151TAJ4XG,ns,30-1,30.0,1000.0,tcl_rec,0.8664788484443497
A3RVHUY67SVXQV,ns,30-1,30.0,1000.0,tcl_rec,0.8235841912805402
A3UCN8EJI08X2P,ns,30-1,30.0,1000.0,tcl_rec,0.7421781035531834
A7USTT4KU1ZBO,ns,30-1,30.0,1000.0,tcl_rec,0.5706000771858691
AB5WBMZGLX57B,ns,30-1,30.0,1000.0,tcl_rec,0.6950108723985389
AGILQEFEPEK7N,ns,30-1,30.0,1000.0,tcl_rec,0.6785083383767037
AH7HACNNRSIPO,ns,30-1,30.0,1000.0,tcl_rec,0.8194087016579771
AIDU49N2KO05N,ns,30-1,30.0,1000.0,tcl_rec,0.8538326580463333
AP4B1GJIT3HYF,ns,30-1,30.0,1000.0,tcl_rec,0.7825348742342983
A12LX24NC3FP2U,ns,20-2,20.0,2000.0,tcl_rec,0.6813589808549251
A161VPQSXLLV8U,ns,20-2,20.0,2000.0,tcl_rec,0.7771374269430145
A1FM638CHGPC1M,ns,20-2,20.0,2000.0,tcl_rec,0.8745063774138334
A1J39RAV7TKEMF,ns,20-2,20.0,2000.0,tcl_rec,0.674198128770739
A1O0K8V58YRL4A,ns,20-2,20.0,2000.0,tcl_rec,0.7246350175656898
A248QG4DPULP46,ns,20-2,20.0,2000.0,tcl_rec,0.6743248418588492
A2OOS7IXSKJFFI,ns,20-2,20.0,2000.0,tcl_rec,0.6900676937441643
A2XGHLVP2C1FVA,ns,20-2,20.0,2000.0,tcl_rec,0.644567493684071
A35S8HPY0V445,ns,20-2,20.0,2000.0,tcl_rec,0.6531424958451394
A37GOI3N77WX21,ns,20-2,20.0,2000.0,tcl_rec,0.6137773417326701
A3C4WGE4SOGM1,ns,20-2,20.0,2000.0,tcl_rec,0.8136398193536674
A3I1SGVY37KR4A,ns,20-2,20.0,2000.0,tcl_rec,0.5699815403369325
A3J5HRXH4F64SP,ns,20-2,20.0,2000.0,tcl_rec,0.5723936044325137
A3LXARU55PR281,ns,20-2,20.0,2000.0,tcl_rec,0.710870215741211
A3VW5PI9ZX9DOD,ns,20-2,20.0,2000.0,tcl_rec,0.7545762225784235
A4HWADFPGP45G,ns,20-2,20.0,2000.0,tcl_rec,0.746038755246424
AHZCC2V399WUN,ns,20-2,20.0,2000.0,tcl_rec,0.8116224374365131
AXCDKBG1R43GE,ns,20-2,20.0,2000.0,tcl_rec,0.7091310047304086
A102WSFN62OS6I,ns,40-1,40.0,1000.0,tcl_rec,0.8341905635431862
A1F0VEHWK3IAF4,ns,40-1,40.0,1000.0,tcl_rec,0.7722206569439307
A1HGWCCIWP7AO0,ns,40-1,40.0,1000.0,tcl_rec,0.7703441566898778
A1J5OW12TRQSOW,ns,40-1,40.0,1000.0,tcl_rec,0.7158638328733239
A1S54RQW9FDK0X,ns,40-1,40.0,1000.0,tcl_rec,0.7976034498442552
A20GJP9C5KC2ZU,ns,40-1,40.0,1000.0,tcl_rec,0.7569904185059882
A29JQ7VMQ1HKYP,ns,40-1,40.0,1000.0,tcl_rec,0.6325724591240954
A2L7RTYO4UMYDH,ns,40-1,40.0,1000.0,tcl_rec,0.8738968316183461
A2QUSCZS3RXGXE,ns,40-1,40.0,1000.0,tcl_rec,0.8581589164913624
A2UEVNT8VQD1SA,ns,40-1,40.0,1000.0,tcl_rec,0.6758323117222409
A33GZS6SU4O20M,ns,40-1,40.0,1000.0,tcl_rec,0.6951518545020594
A3BZH91MITQA5X,ns,40-1,40.0,1000.0,tcl_rec,0.845977720959263
A3TNSJSXI464IT,ns,40-1,40.0,1000.0,tcl_rec,0.7371900456964946
AAVFHZA708CSP,ns,40-1,40.0,1000.0,tcl_rec,0.802758189695447
ADL9KYXZGHUFO,ns,40-1,40.0,1000.0,tcl_rec,0.739919100419727
AFLRBB974KS6D,ns,40-1,40.0,1000.0,tcl_rec,0.8180356195353511
AGB6853RIDWJ8,ns,40-1,40.0,1000.0,tcl_rec,0.8700610090785287
ANCTZADQC3D75,ns,40-1,40.0,1000.0,tcl_rec,0.9113222488617547
AXFCUZW85XUK1,ns,40-1,40.0,1000.0,tcl_rec,0.7526058939724295
